time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
13.956,-0.17,0.90,-0.01,-5.85,0.04,-1.76,0.33,0.27,-1.83,978.05
13.956,-0.17,0.90,-0.01,-5.85,0.04,-1.76,0.05,-1.33,-1.17,978.05
13.957,-0.17,0.90,-0.01,-5.21,0.02,-1.69,0.05,-1.33,-1.17,978.05
13.976,0.33,1.04,-0.23,-5.21,0.02,-1.69,0.05,-1.33,-1.17,978.05
13.996,0.19,1.05,-0.34,-5.21,0.02,-1.69,0.05,-1.33,-1.17,978.05
13.999,0.19,1.05,-0.34,-5.21,0.02,-1.69,0.12,-0.52,-0.76,978.05
14.001,0.19,1.05,-0.34,-0.73,0.10,1.07,0.12,-0.52,-0.76,978.05
14.025,0.19,1.05,-0.34,-0.73,0.10,1.07,0.12,-0.52,-0.76,978.03
14.027,-0.38,0.92,-0.38,-0.73,0.10,1.07,0.12,-0.52,-0.76,978.03
14.036,-0.38,0.92,-0.38,-1.83,-0.01,-0.89,0.12,-0.52,-0.76,978.03
14.037,-0.55,0.90,-0.27,-1.83,-0.01,-0.89,0.12,-0.52,-0.76,978.03
14.038,-0.55,0.90,-0.27,-1.83,-0.01,-0.89,0.05,0.24,-0.92,978.03
14.061,-0.20,0.99,-0.18,-1.83,-0.01,-0.89,0.05,0.24,-0.92,978.03
14.072,-0.20,0.99,-0.18,-1.83,-0.01,-0.89,0.05,0.24,-0.92,978.03
14.076,0.23,1.03,-0.20,-1.83,-0.01,-0.89,0.05,0.24,-0.92,978.03
14.078,0.23,1.03,-0.20,-1.83,-0.01,-0.89,-0.01,-0.43,-0.39,978.03
14.079,0.23,1.03,-0.20,-1.61,0.00,-0.89,-0.01,-0.43,-0.39,978.03
14.096,0.17,0.99,-0.33,-1.61,0.00,-0.89,-0.01,-0.43,-0.39,978.03
14.131,-0.19,0.97,-0.32,-1.61,0.00,-0.89,-0.01,-0.43,-0.39,978.03
14.135,-0.19,0.97,-0.32,-1.61,0.00,-0.89,0.03,-0.48,-0.37,978.03
14.138,-0.19,0.97,-0.32,1.60,0.48,0.02,0.03,-0.48,-0.37,978.03
14.14,-0.19,0.97,-0.32,1.60,0.48,0.02,0.03,-0.48,-0.37,978.02
14.142,-0.24,0.97,-0.24,1.60,0.48,0.02,0.03,-0.48,-0.37,978.02
14.168,-0.01,1.00,-0.23,1.60,0.48,0.02,0.03,-0.48,-0.37,978.02
14.171,-0.01,1.00,-0.23,1.60,0.48,0.02,-0.06,-0.11,-0.57,978.02
14.172,-0.01,1.00,-0.23,-0.27,0.26,-0.25,-0.06,-0.11,-0.57,978.02
14.174,0.06,1.03,-0.24,-0.27,0.26,-0.25,-0.06,-0.11,-0.57,978.02
14.201,0.06,1.03,-0.24,-0.27,0.26,-0.25,-0.06,-0.11,-0.57,978.03
14.203,-0.05,0.99,-0.27,-0.27,0.26,-0.25,-0.06,-0.11,-0.57,978.03
14.203,-0.05,0.99,-0.27,-0.27,0.26,-0.25,-0.09,-0.15,-0.54,978.03
14.204,-0.05,0.99,-0.27,-0.06,0.27,-0.28,-0.09,-0.15,-0.54,978.03
14.241,0.01,0.99,-0.29,-0.06,0.27,-0.28,-0.09,-0.15,-0.54,978.03
14.243,0.05,1.02,-0.27,-0.06,0.27,-0.28,-0.09,-0.15,-0.54,978.03
14.244,0.05,1.02,-0.27,-0.06,0.27,-0.28,-0.11,0.03,-0.79,978.03
14.245,0.05,1.02,-0.27,1.72,0.53,-0.35,-0.11,0.03,-0.79,978.03
14.25,0.05,1.02,-0.27,1.72,0.53,-0.35,-0.11,0.03,-0.79,978.03
14.252,-0.08,1.04,-0.26,1.72,0.53,-0.35,-0.11,0.03,-0.79,978.03
14.272,-0.11,1.05,-0.30,1.72,0.53,-0.35,-0.11,0.03,-0.79,978.03
14.273,-0.11,1.05,-0.30,1.72,0.53,-0.35,-0.13,-0.04,-1.11,978.03
14.273,-0.11,1.05,-0.30,1.57,0.93,-0.47,-0.13,-0.04,-1.11,978.03
14.313,0.05,1.11,-0.27,1.57,0.93,-0.47,-0.13,-0.04,-1.11,978.03
14.316,0.05,1.11,-0.27,1.57,0.93,-0.47,-0.13,-0.04,-1.11,978.05
14.318,0.01,1.17,-0.18,1.57,0.93,-0.47,-0.13,-0.04,-1.11,978.05
14.32,0.01,1.17,-0.18,1.57,0.93,-0.47,-0.17,-0.26,-1.42,978.05
14.321,0.01,1.17,-0.18,2.07,1.03,-0.54,-0.17,-0.26,-1.42,978.05
14.363,-0.10,1.18,-0.18,2.07,1.03,-0.54,-0.17,-0.26,-1.42,978.05
14.366,-0.10,1.24,-0.28,2.07,1.03,-0.54,-0.17,-0.26,-1.42,978.05
14.367,-0.10,1.24,-0.28,2.07,1.03,-0.54,-0.29,-0.15,-1.84,978.05
14.368,-0.10,1.24,-0.28,3.04,2.30,-0.06,-0.29,-0.15,-1.84,978.05
14.372,-0.10,1.24,-0.28,3.04,2.30,-0.06,-0.29,-0.15,-1.84,978.06
14.374,-0.11,1.32,-0.34,3.04,2.30,-0.06,-0.29,-0.15,-1.84,978.06
14.391,-0.10,1.43,-0.36,3.04,2.30,-0.06,-0.29,-0.15,-1.84,978.06
14.392,-0.10,1.43,-0.36,3.04,2.30,-0.06,-0.42,-0.19,-2.21,978.06
14.394,-0.10,1.43,-0.36,2.89,4.26,-1.35,-0.42,-0.19,-2.21,978.06
14.414,0.03,1.52,-0.37,2.89,4.26,-1.35,-0.42,-0.19,-2.21,978.06
14.448,0.03,1.52,-0.37,2.89,4.26,-1.35,-0.42,-0.19,-2.21,978.06
14.451,0.23,1.62,-0.48,2.89,4.26,-1.35,-0.42,-0.19,-2.21,978.06
14.453,0.23,1.62,-0.48,2.89,4.26,-1.35,-0.53,-0.68,-2.48,978.06
14.455,0.23,1.62,-0.48,3.71,4.57,-1.62,-0.53,-0.68,-2.48,978.06
14.457,0.38,1.87,-0.56,3.71,4.57,-1.62,-0.53,-0.68,-2.48,978.06
14.472,0.36,1.89,-0.37,3.71,4.57,-1.62,-0.53,-0.68,-2.48,978.06
14.475,0.36,1.89,-0.37,3.71,4.57,-1.62,-0.53,-1.76,-2.85,978.06
14.476,0.36,1.89,-0.37,7.70,8.31,-3.49,-0.53,-1.76,-2.85,978.06
14.49,0.36,1.89,-0.37,7.70,8.31,-3.49,-0.53,-1.76,-2.85,978.05
14.493,0.08,1.53,-0.02,7.70,8.31,-3.49,-0.53,-1.76,-2.85,978.05
14.509,-0.14,1.17,-0.08,7.70,8.31,-3.49,-0.53,-1.76,-2.85,978.05
14.512,-0.14,1.17,-0.08,7.70,8.31,-3.49,-0.28,-2.63,-3.02,978.05
14.514,-0.14,1.17,-0.08,7.45,7.50,-1.12,-0.28,-2.63,-3.02,978.05
14.557,-0.20,0.91,-0.14,7.45,7.50,-1.12,-0.28,-2.63,-3.02,978.05
14.559,-0.68,0.60,-0.14,7.45,7.50,-1.12,-0.28,-2.63,-3.02,978.05
14.561,-0.68,0.60,-0.14,7.45,7.50,-1.12,-0.19,-0.68,-2.67,978.05
14.562,-0.68,0.60,-0.14,8.07,8.09,-1.34,-0.19,-0.68,-2.67,978.05
14.564,-0.68,0.60,-0.14,8.07,8.09,-1.34,-0.19,-0.68,-2.67,978.06
14.569,-0.78,0.31,-0.08,8.07,8.09,-1.34,-0.19,-0.68,-2.67,978.06
14.589,-0.12,0.19,-0.05,8.07,8.09,-1.34,-0.19,-0.68,-2.67,978.06
14.592,-0.12,0.19,-0.05,8.07,8.09,-1.34,-0.14,0.42,-1.40,978.06
14.594,-0.12,0.19,-0.05,1.99,-0.54,-0.90,-0.14,0.42,-1.40,978.06
14.616,0.64,0.17,-0.06,1.99,-0.54,-0.90,-0.14,0.42,-1.40,978.06
14.619,0.64,0.17,-0.06,1.99,-0.54,-0.90,-0.14,0.42,-1.40,978.05
14.665,0.49,0.19,-0.12,1.99,-0.54,-0.90,-0.14,0.42,-1.40,978.05
14.668,0.49,0.19,-0.12,1.99,-0.54,-0.90,-0.07,0.36,0.95,978.05
14.67,0.49,0.19,-0.12,10.27,-4.89,-0.37,-0.07,0.36,0.95,978.05
14.673,-0.33,0.31,-0.22,10.27,-4.89,-0.37,-0.07,0.36,0.95,978.05
14.675,-0.75,0.38,-0.18,10.27,-4.89,-0.37,-0.07,0.36,0.95,978.05
14.677,-0.75,0.38,-0.18,10.27,-4.89,-0.37,-0.13,2.18,1.75,978.05
14.679,-0.75,0.38,-0.18,9.58,-5.27,0.17,-0.13,2.18,1.75,978.05
14.682,-0.75,0.38,-0.18,9.58,-5.27,0.17,-0.13,2.18,1.75,978.04
14.687,-0.58,0.43,-0.18,9.58,-5.27,0.17,-0.13,2.18,1.75,978.04
14.707,-0.22,0.51,-0.14,9.58,-5.27,0.17,-0.13,2.18,1.75,978.04
14.71,-0.22,0.51,-0.14,9.58,-5.27,0.17,-0.34,1.98,3.09,978.04
14.712,-0.22,0.51,-0.14,-0.12,-4.06,-0.58,-0.34,1.98,3.09,978.04
14.738,-0.15,0.64,-0.20,-0.12,-4.06,-0.58,-0.34,1.98,3.09,978.04
14.742,-0.15,0.64,-0.20,-0.12,-4.06,-0.58,-0.34,1.98,3.09,978.02
14.769,-0.41,0.80,-0.29,-0.12,-4.06,-0.58,-0.34,1.98,3.09,978.02
14.772,-0.41,0.80,-0.29,-0.12,-4.06,-0.58,-0.29,0.83,4.44,978.02
14.773,-0.41,0.80,-0.29,1.30,-2.15,-0.68,-0.29,0.83,4.44,978.02
14.774,-0.69,0.97,-0.32,1.30,-2.15,-0.68,-0.29,0.83,4.44,978.02
14.786,-0.63,1.08,-0.32,1.30,-2.15,-0.68,-0.29,0.83,4.44,978.02
14.787,-0.63,1.08,-0.32,1.30,-2.15,-0.68,-0.20,1.01,5.08,978.02
14.787,-0.63,1.08,-0.32,-0.52,-2.70,-0.62,-0.20,1.01,5.08,978.02
14.788,-0.63,1.08,-0.32,-0.52,-2.70,-0.62,-0.20,1.01,5.08,978.01
14.805,-0.38,1.21,-0.30,-0.52,-2.70,-0.62,-0.20,1.01,5.08,978.01
14.837,-0.36,1.49,-0.49,-0.52,-2.70,-0.62,-0.20,1.01,5.08,978.01
14.837,-0.36,1.49,-0.49,-0.52,-2.70,-0.62,0.19,0.18,5.77,978.01
14.838,-0.36,1.49,-0.49,-5.57,1.36,-1.55,0.19,0.18,5.77,978.01
14.844,-0.43,1.62,-0.51,-5.57,1.36,-1.55,0.19,0.18,5.77,978.01
14.847,-0.43,1.62,-0.51,-5.57,1.36,-1.55,0.19,0.18,5.77,978.00
14.865,-0.56,1.58,-0.51,-5.57,1.36,-1.55,0.19,0.18,5.77,978.00
14.867,-0.56,1.58,-0.51,-5.57,1.36,-1.55,0.61,-0.47,5.58,978.00
14.868,-0.56,1.58,-0.51,-6.30,6.19,-3.09,0.61,-0.47,5.58,978.00
14.884,-0.62,1.39,-0.36,-6.30,6.19,-3.09,0.61,-0.47,5.58,978.00
14.904,-0.41,1.31,-0.11,-6.30,6.19,-3.09,0.61,-0.47,5.58,978.00
14.906,-0.41,1.31,-0.11,-6.30,6.19,-3.09,0.92,-2.02,4.48,978.00
14.908,-0.41,1.31,-0.11,-6.30,6.19,-3.09,0.92,-2.02,4.48,978.02
14.935,-0.41,1.31,-0.11,-7.57,6.62,-2.51,0.92,-2.02,4.48,978.02
14.938,-0.31,1.29,0.07,-7.57,6.62,-2.51,0.92,-2.02,4.48,978.02
14.946,-0.31,1.29,0.07,-8.02,4.75,1.77,0.92,-2.02,4.48,978.02
14.95,-0.36,1.24,0.17,-8.02,4.75,1.77,0.92,-2.02,4.48,978.02
14.951,-0.36,1.24,0.17,-8.02,4.75,1.77,0.89,-2.82,2.81,978.02
14.964,-0.41,1.20,0.18,-8.02,4.75,1.77,0.89,-2.82,2.81,978.02
14.968,-0.41,1.20,0.18,-8.02,4.75,1.77,0.89,-2.82,2.81,978.03
14.984,-0.66,1.18,0.08,-8.02,4.75,1.77,0.89,-2.82,2.81,978.03
14.987,-0.66,1.18,0.08,-8.02,4.75,1.77,0.40,-1.34,0.51,978.03
14.989,-0.66,1.18,0.08,-8.18,3.62,4.72,0.40,-1.34,0.51,978.03
15.016,-0.81,1.11,-0.03,-8.18,3.62,4.72,0.40,-1.34,0.51,978.03
15.023,-0.68,1.16,-0.20,-8.18,3.62,4.72,0.40,-1.34,0.51,978.03
15.024,-0.68,1.16,-0.20,-8.18,3.62,4.72,-0.09,-0.48,-1.43,978.03
15.024,-0.68,1.16,-0.20,-7.52,3.37,4.67,-0.09,-0.48,-1.43,978.03
15.051,-0.68,1.16,-0.20,-7.52,3.37,4.67,-0.09,-0.48,-1.43,978.04
15.053,1.26,1.34,0.09,-7.52,3.37,4.67,-0.09,-0.48,-1.43,978.04
15.063,3.67,1.46,0.96,-7.52,3.37,4.67,-0.09,-0.48,-1.43,978.04
15.065,3.67,1.46,0.96,-7.52,3.37,4.67,-0.38,-2.46,-1.21,978.04
15.065,3.67,1.46,0.96,-2.83,3.08,2.88,-0.38,-2.46,-1.21,978.04
15.082,0.40,1.65,-0.30,-2.83,3.08,2.88,-0.38,-2.46,-1.21,978.04
15.088,0.40,1.65,-0.30,-2.83,3.08,2.88,-0.38,-2.46,-1.21,978.05
15.102,-1.22,1.44,-1.14,-2.83,3.08,2.88,-0.38,-2.46,-1.21,978.05
15.105,-1.22,1.44,-1.14,-2.83,3.08,2.88,-0.48,1.37,-1.59,978.05
15.107,-1.22,1.44,-1.14,7.50,5.90,1.48,-0.48,1.37,-1.59,978.05
15.133,-1.25,0.61,-0.88,7.50,5.90,1.48,-0.48,1.37,-1.59,978.05
15.142,-0.41,0.39,-0.48,7.50,5.90,1.48,-0.48,1.37,-1.59,978.05
15.145,-0.41,0.39,-0.48,7.50,5.90,1.48,-0.11,4.64,-2.87,978.05
15.147,-0.41,0.39,-0.48,7.87,5.62,1.14,-0.11,4.64,-2.87,978.05
15.149,-0.41,0.39,-0.48,7.87,5.62,1.14,-0.11,4.64,-2.87,978.06
15.191,0.13,1.00,-0.46,7.87,5.62,1.14,-0.11,4.64,-2.87,978.06
15.192,-0.31,1.30,0.16,7.87,5.62,1.14,-0.11,4.64,-2.87,978.06
15.193,-0.31,1.30,0.16,7.87,5.62,1.14,-0.16,-1.33,-1.50,978.06
15.194,-0.31,1.30,0.16,-5.69,-2.75,-3.20,-0.16,-1.33,-1.50,978.06
15.201,-0.26,0.93,0.10,-5.69,-2.75,-3.20,-0.16,-1.33,-1.50,978.06
15.206,-0.26,0.93,0.10,-5.69,-2.75,-3.20,-0.16,-1.33,-1.50,978.05
15.223,-0.26,0.93,0.10,-0.84,0.72,2.70,-0.16,-1.33,-1.50,978.05
15.225,0.36,0.85,-0.24,-0.84,0.72,2.70,-0.16,-1.33,-1.50,978.05
15.225,0.36,0.85,-0.24,-0.84,0.72,2.70,-0.26,-0.93,-1.03,978.05
15.243,0.23,1.00,-0.48,-0.84,0.72,2.70,-0.26,-0.93,-1.03,978.05
15.259,-0.46,0.95,-0.40,-0.84,0.72,2.70,-0.26,-0.93,-1.03,978.05
15.261,-0.46,0.95,-0.40,-0.84,0.72,2.70,-0.03,0.70,-1.13,978.05
15.262,-0.46,0.95,-0.40,-0.48,0.71,2.65,-0.03,0.70,-1.13,978.05
15.267,-0.46,0.95,-0.40,-0.48,0.71,2.65,-0.03,0.70,-1.13,978.05
15.283,-0.65,0.89,-0.24,-0.48,0.71,2.65,-0.03,0.70,-1.13,978.05
15.302,-0.11,0.97,-0.13,-0.48,0.71,2.65,-0.03,0.70,-1.13,978.05
15.305,-0.11,0.97,-0.13,-0.48,0.71,2.65,-0.12,-0.05,-0.91,978.05
15.307,-0.11,0.97,-0.13,-2.33,-0.06,-1.14,-0.12,-0.05,-0.91,978.05
15.334,0.34,1.05,-0.20,-2.33,-0.06,-1.14,-0.12,-0.05,-0.91,978.05
15.337,0.34,1.05,-0.20,-2.33,-0.06,-1.14,-0.12,-0.05,-0.91,978.07
15.343,0.34,1.05,-0.20,1.70,0.42,0.34,-0.12,-0.05,-0.91,978.07
15.345,0.07,0.97,-0.34,1.70,0.42,0.34,-0.12,-0.05,-0.91,978.07
15.347,0.07,0.97,-0.34,1.70,0.42,0.34,-0.00,-0.70,-0.34,978.07
15.369,-0.47,0.90,-0.36,1.70,0.42,0.34,-0.00,-0.70,-0.34,978.07
15.38,-0.45,0.93,-0.31,1.70,0.42,0.34,-0.00,-0.70,-0.34,978.07
15.383,-0.45,0.93,-0.31,1.70,0.42,0.34,-0.06,-0.05,-0.64,978.07
15.384,-0.45,0.93,-0.31,1.91,0.43,0.31,-0.06,-0.05,-0.64,978.07
15.386,-0.45,0.93,-0.31,1.91,0.43,0.31,-0.06,-0.05,-0.64,978.08
15.398,-0.04,1.00,-0.24,1.91,0.43,0.31,-0.06,-0.05,-0.64,978.08
15.426,0.12,1.03,-0.24,1.91,0.43,0.31,-0.06,-0.05,-0.64,978.08
15.43,0.12,1.03,-0.24,1.91,0.43,0.31,-0.08,-0.57,-0.22,978.08
15.432,0.12,1.03,-0.24,-2.05,-0.10,-0.50,-0.08,-0.57,-0.22,978.08
15.471,-0.10,0.98,-0.33,-2.05,-0.10,-0.50,-0.08,-0.57,-0.22,978.08
15.472,-0.10,0.98,-0.33,-2.05,-0.10,-0.50,-0.08,-0.57,-0.22,978.07
15.473,-0.25,0.95,-0.31,-2.05,-0.10,-0.50,-0.08,-0.57,-0.22,978.07
15.473,-0.25,0.95,-0.31,-2.05,-0.10,-0.50,-0.12,-0.47,-0.25,978.07
15.474,-0.25,0.95,-0.31,0.49,0.29,-0.47,-0.12,-0.47,-0.25,978.07
15.477,-0.24,0.96,-0.28,0.49,0.29,-0.47,-0.12,-0.47,-0.25,978.07
15.512,-0.16,0.97,-0.29,0.49,0.29,-0.47,-0.12,-0.47,-0.25,978.07
15.515,-0.16,0.97,-0.29,0.49,0.29,-0.47,-0.16,-0.51,-0.27,978.07
15.517,-0.16,0.97,-0.29,0.63,0.29,-0.54,-0.16,-0.51,-0.27,978.07
15.519,-0.16,0.97,-0.29,0.63,0.29,-0.54,-0.16,-0.51,-0.27,978.07
15.521,-0.09,0.99,-0.35,0.63,0.29,-0.54,-0.16,-0.51,-0.27,978.07
15.554,-0.11,1.01,-0.28,0.63,0.29,-0.54,-0.16,-0.51,-0.27,978.07
15.557,-0.11,1.01,-0.28,0.63,0.29,-0.54,-0.17,-0.85,-0.13,978.07
15.558,-0.11,1.01,-0.28,-0.10,0.16,-0.81,-0.17,-0.85,-0.13,978.07
15.559,-0.16,1.02,-0.29,-0.10,0.16,-0.81,-0.17,-0.85,-0.13,978.07
15.567,-0.16,1.02,-0.29,-0.10,0.16,-0.81,-0.17,-0.85,-0.13,978.07
15.578,-0.14,1.04,-0.39,-0.10,0.16,-0.81,-0.17,-0.85,-0.13,978.07
15.581,-0.14,1.04,-0.39,0.38,0.66,-1.06,-0.17,-0.85,-0.13,978.07
15.582,-0.14,1.04,-0.39,0.38,0.66,-1.06,-0.14,-1.53,-0.28,978.07
15.607,0.00,1.11,-0.49,0.38,0.66,-1.06,-0.14,-1.53,-0.28,978.07
15.644,0.11,1.10,-0.45,0.38,0.66,-1.06,-0.14,-1.53,-0.28,978.07
15.647,0.11,1.10,-0.45,0.38,0.66,-1.06,-0.23,-2.09,-0.44,978.07
15.648,0.11,1.10,-0.45,0.70,0.67,-1.28,-0.23,-2.09,-0.44,978.07
15.65,0.11,1.10,-0.45,0.70,0.67,-1.28,-0.23,-2.09,-0.44,978.07
15.651,-0.23,0.85,-1.12,0.70,0.67,-1.28,-0.23,-2.09,-0.44,978.07
15.655,-0.57,0.72,-1.89,0.70,0.67,-1.28,-0.23,-2.09,-0.44,978.07
15.656,-0.57,0.72,-1.89,0.70,0.67,-1.28,-0.23,-1.88,-0.63,978.07
15.658,-0.57,0.72,-1.89,1.99,0.68,-5.04,-0.23,-1.88,-0.63,978.07
15.675,-0.61,0.85,-1.05,1.99,0.68,-5.04,-0.23,-1.88,-0.63,978.07
15.686,-0.61,0.85,-1.05,1.99,0.68,-5.04,-0.23,-1.88,-0.63,978.08
15.696,-0.36,0.85,-0.74,1.99,0.68,-5.04,-0.23,-1.88,-0.63,978.08
15.698,-0.36,0.85,-0.74,1.99,0.68,-5.04,0.82,-6.33,0.25,978.08
15.701,-0.36,0.85,-0.74,-2.33,-1.39,-10.46,0.82,-6.33,0.25,978.08
15.735,0.27,0.86,-0.55,-2.33,-1.39,-10.46,0.82,-6.33,0.25,978.08
15.739,0.64,0.95,-0.37,-2.33,-1.39,-10.46,0.82,-6.33,0.25,978.08
15.741,0.64,0.95,-0.37,-2.33,-1.39,-10.46,1.53,-9.60,1.71,978.08
15.742,0.64,0.95,-0.37,-2.43,-1.46,-10.73,1.53,-9.60,1.71,978.08
15.744,0.64,0.95,-0.37,-2.43,-1.46,-10.73,1.53,-9.60,1.71,978.07
15.766,0.30,0.97,-0.20,-2.43,-1.46,-10.73,1.53,-9.60,1.71,978.07
15.773,0.12,0.89,-0.15,-2.43,-1.46,-10.73,1.53,-9.60,1.71,978.07
15.774,0.12,0.89,-0.15,-2.43,-1.46,-10.73,1.31,-7.74,1.51,978.07
15.776,0.12,0.89,-0.15,6.22,-0.38,-2.63,1.31,-7.74,1.51,978.07
15.793,0.23,0.79,-0.13,6.22,-0.38,-2.63,1.31,-7.74,1.51,978.07
15.805,0.23,0.79,-0.13,6.22,-0.38,-2.63,1.31,-7.74,1.51,978.07
15.845,0.21,0.82,-0.08,6.22,-0.38,-2.63,1.31,-7.74,1.51,978.07
15.849,0.21,0.82,-0.08,6.22,-0.38,-2.63,1.38,-6.46,1.29,978.07
15.851,0.21,0.82,-0.08,3.81,-1.31,-0.15,1.38,-6.46,1.29,978.07
15.853,0.11,0.94,-0.05,3.81,-1.31,-0.15,1.38,-6.46,1.29,978.07
15.855,0.07,0.97,-0.07,3.81,-1.31,-0.15,1.38,-6.46,1.29,978.07
15.856,0.07,0.97,-0.07,3.81,-1.31,-0.15,1.45,-6.03,1.47,978.07
15.858,0.07,0.97,-0.07,3.45,-1.34,-0.04,1.45,-6.03,1.47,978.07
15.866,0.07,0.97,-0.07,3.45,-1.34,-0.04,1.45,-6.03,1.47,978.06
15.873,0.21,0.96,-0.03,3.45,-1.34,-0.04,1.45,-6.03,1.47,978.06
15.893,0.60,1.01,-0.02,3.45,-1.34,-0.04,1.45,-6.03,1.47,978.06
15.896,0.60,1.01,-0.02,3.45,-1.34,-0.04,1.00,-5.23,1.75,978.06
15.898,0.60,1.01,-0.02,2.44,-0.18,0.68,1.00,-5.23,1.75,978.06
15.923,0.80,1.05,0.09,2.44,-0.18,0.68,1.00,-5.23,1.75,978.06
15.926,0.80,1.05,0.09,2.44,-0.18,0.68,1.00,-5.23,1.75,978.06
15.971,0.42,1.15,0.07,2.44,-0.18,0.68,1.00,-5.23,1.75,978.06
15.974,0.42,1.15,0.07,2.44,-0.18,0.68,0.40,-3.28,1.71,978.06
15.976,0.42,1.15,0.07,6.53,0.86,1.63,0.40,-3.28,1.71,978.06
15.977,0.07,1.13,-0.01,6.53,0.86,1.63,0.40,-3.28,1.71,978.06
15.978,0.12,1.02,0.03,6.53,0.86,1.63,0.40,-3.28,1.71,978.06
15.978,0.12,1.02,0.03,6.53,0.86,1.63,0.05,-0.57,1.24,978.06
15.979,0.12,1.02,0.03,5.99,0.83,1.61,0.05,-0.57,1.24,978.06
15.984,0.12,1.02,0.03,5.99,0.83,1.61,0.05,-0.57,1.24,978.07
15.99,0.52,1.09,0.22,5.99,0.83,1.61,0.05,-0.57,1.24,978.07
16.011,0.62,1.15,0.08,5.99,0.83,1.61,0.05,-0.57,1.24,978.07
16.013,0.62,1.15,0.08,5.99,0.83,1.61,-0.13,-0.54,1.05,978.07
16.015,0.62,1.15,0.08,1.92,0.90,1.88,-0.13,-0.54,1.05,978.07
16.039,0.24,1.07,-0.11,1.92,0.90,1.88,-0.13,-0.54,1.05,978.07
16.044,0.24,1.07,-0.11,1.92,0.90,1.88,-0.13,-0.54,1.05,978.07
16.075,0.05,0.93,-0.31,1.92,0.90,1.88,-0.13,-0.54,1.05,978.07
16.076,0.05,0.93,-0.31,1.92,0.90,1.88,-0.17,0.79,0.49,978.07
16.077,0.05,0.93,-0.31,2.32,0.62,-0.09,-0.17,0.79,0.49,978.07
16.078,0.00,0.97,-0.43,2.32,0.62,-0.09,-0.17,0.79,0.49,978.07
16.089,-0.00,1.08,-0.30,2.32,0.62,-0.09,-0.17,0.79,0.49,978.07
16.091,-0.00,1.08,-0.30,2.32,0.62,-0.09,-0.16,1.07,0.17,978.07
16.093,-0.00,1.08,-0.30,2.18,0.61,-0.18,-0.16,1.07,0.17,978.07
16.103,-0.00,1.08,-0.30,2.18,0.61,-0.18,-0.16,1.07,0.17,978.07
16.109,0.17,1.05,-0.02,2.18,0.61,-0.18,-0.16,1.07,0.17,978.07
16.131,0.17,1.05,-0.02,-0.33,0.43,-1.57,-0.16,1.07,0.17,978.07
16.135,0.30,1.00,0.02,-0.33,0.43,-1.57,-0.16,1.07,0.17,978.07
16.136,0.30,1.00,0.02,-0.33,0.43,-1.57,-0.19,-0.04,0.24,978.07
16.157,0.23,0.98,-0.14,-0.33,0.43,-1.57,-0.19,-0.04,0.24,978.07
16.164,0.23,0.98,-0.14,-0.33,0.43,-1.57,-0.19,-0.04,0.24,978.06
16.169,0.01,1.00,-0.24,-0.33,0.43,-1.57,-0.19,-0.04,0.24,978.06
16.171,0.01,1.00,-0.24,-0.33,0.43,-1.57,-0.12,0.36,0.00,978.06
16.171,0.01,1.00,-0.24,0.87,0.06,-0.38,-0.12,0.36,0.00,978.06
16.188,-0.11,0.99,-0.22,0.87,0.06,-0.38,-0.12,0.36,0.00,978.06
16.208,0.00,0.98,-0.12,0.87,0.06,-0.38,-0.12,0.36,0.00,978.06
16.21,0.00,0.98,-0.12,0.87,0.06,-0.38,-0.12,0.46,-0.11,978.06
16.211,0.00,0.98,-0.12,0.88,0.05,-0.44,-0.12,0.46,-0.11,978.06
16.232,0.00,0.98,-0.12,0.88,0.05,-0.44,-0.12,0.46,-0.11,978.06
16.236,0.12,1.00,-0.08,0.88,0.05,-0.44,-0.12,0.46,-0.11,978.06
16.271,0.10,0.99,-0.12,0.88,0.05,-0.44,-0.12,0.46,-0.11,978.06
16.274,0.10,0.99,-0.12,0.88,0.05,-0.44,-0.12,-0.03,0.04,978.06
16.276,0.10,0.99,-0.12,-0.83,0.03,-0.66,-0.12,-0.03,0.04,978.06
16.278,0.01,1.00,-0.14,-0.83,0.03,-0.66,-0.12,-0.03,0.04,978.06
16.284,0.01,1.00,-0.14,-0.83,0.03,-0.66,-0.12,-0.03,0.04,978.07
16.289,0.05,1.01,-0.13,-0.83,0.03,-0.66,-0.12,-0.03,0.04,978.07
16.291,0.05,1.01,-0.13,-0.83,0.03,-0.66,-0.09,0.05,0.01,978.07
16.293,0.05,1.01,-0.13,-0.37,0.06,-0.56,-0.09,0.05,0.01,978.07
16.307,0.09,0.99,-0.09,-0.37,0.06,-0.56,-0.09,0.05,0.01,978.07
16.336,0.11,1.01,-0.12,-0.37,0.06,-0.56,-0.09,0.05,0.01,978.07
16.34,0.11,1.01,-0.12,-0.37,0.06,-0.56,-0.07,-0.03,0.03,978.07
16.341,0.11,1.01,-0.12,-0.38,0.05,-0.58,-0.07,-0.03,0.03,978.07
16.342,0.11,1.01,-0.12,-0.38,0.05,-0.58,-0.07,-0.03,0.03,978.07
16.346,0.08,1.00,-0.12,-0.38,0.05,-0.58,-0.07,-0.03,0.03,978.07
16.374,0.04,0.97,-0.14,-0.38,0.05,-0.58,-0.07,-0.03,0.03,978.07
