time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
11.549,0.15,1.01,-0.18,-1.26,-0.26,-2.92,0.10,-0.44,-1.13,978.05
11.552,0.15,1.01,-0.18,-4.49,0.28,1.04,0.10,-0.44,-1.13,978.05
11.561,0.15,1.01,-0.18,-4.49,0.28,1.04,0.10,-0.44,-1.13,978.07
11.568,0.34,1.05,-0.34,-4.49,0.28,1.04,0.10,-0.44,-1.13,978.07
11.609,-0.10,0.98,-0.30,-4.49,0.28,1.04,0.10,-0.44,-1.13,978.07
11.613,-0.10,0.98,-0.30,-4.49,0.28,1.04,0.30,-0.84,-0.68,978.07
11.615,-0.10,0.98,-0.30,-4.10,0.29,1.16,0.30,-0.84,-0.68,978.07
11.617,-0.48,0.92,-0.30,-4.10,0.29,1.16,0.30,-0.84,-0.68,978.07
11.654,-0.48,0.92,-0.30,-4.10,0.29,1.16,0.30,-0.84,-0.68,978.08
11.656,-0.15,0.98,-0.24,-4.10,0.29,1.16,0.30,-0.84,-0.68,978.08
11.657,-0.15,0.98,-0.24,-4.10,0.29,1.16,0.14,-0.34,-0.69,978.08
11.658,-0.15,0.98,-0.24,-0.84,0.20,-0.88,0.14,-0.34,-0.69,978.08
11.659,0.23,1.02,-0.25,-0.84,0.20,-0.88,0.14,-0.34,-0.69,978.08
11.666,0.07,0.98,-0.32,-0.84,0.20,-0.88,0.14,-0.34,-0.69,978.08
11.668,0.07,0.98,-0.32,-0.84,0.20,-0.88,0.13,-0.83,-0.33,978.08
11.671,0.07,0.98,-0.32,0.59,0.29,-0.40,0.13,-0.83,-0.33,978.08
11.68,0.07,0.98,-0.32,0.59,0.29,-0.40,0.13,-0.83,-0.33,978.07
11.701,-0.11,0.94,-0.33,0.59,0.29,-0.40,0.13,-0.83,-0.33,978.07
11.706,-0.05,0.96,-0.30,0.59,0.29,-0.40,0.13,-0.83,-0.33,978.07
11.707,-0.05,0.96,-0.30,0.59,0.29,-0.40,0.07,-0.46,-0.53,978.07
11.709,-0.05,0.96,-0.30,0.81,0.30,-0.37,0.07,-0.46,-0.53,978.07
11.725,0.04,1.00,-0.26,0.81,0.30,-0.37,0.07,-0.46,-0.53,978.07
11.739,0.04,1.00,-0.26,0.81,0.30,-0.37,0.07,-0.46,-0.53,978.06
11.743,0.01,1.00,-0.27,0.81,0.30,-0.37,0.07,-0.46,-0.53,978.06
11.743,0.01,1.00,-0.27,0.81,0.30,-0.37,0.00,-0.40,-0.67,978.06
11.744,0.01,1.00,-0.27,0.21,0.04,-0.61,0.00,-0.40,-0.67,978.06
11.764,-0.06,1.01,-0.30,0.21,0.04,-0.61,0.00,-0.40,-0.67,978.06
11.79,-0.13,1.02,-0.31,0.21,0.04,-0.61,0.00,-0.40,-0.67,978.06
11.794,-0.13,1.02,-0.31,0.21,0.04,-0.61,-0.04,-0.30,-0.84,978.06
11.795,-0.13,1.02,-0.31,0.37,0.48,-0.59,-0.04,-0.30,-0.84,978.06
11.825,-0.13,1.02,-0.31,0.37,0.48,-0.59,-0.04,-0.30,-0.84,978.05
11.827,-0.11,1.01,-0.27,0.37,0.48,-0.59,-0.04,-0.30,-0.84,978.05
11.827,-0.11,0.98,-0.30,0.37,0.48,-0.59,-0.04,-0.30,-0.84,978.05
11.828,-0.11,0.98,-0.30,0.37,0.48,-0.59,-0.07,-0.20,-0.91,978.05
11.829,-0.11,0.98,-0.30,0.72,0.50,-0.62,-0.07,-0.20,-0.91,978.05
11.842,-0.06,1.00,-0.32,0.72,0.50,-0.62,-0.07,-0.20,-0.91,978.05
11.859,-0.06,1.00,-0.32,0.72,0.50,-0.62,-0.07,-0.20,-0.91,978.05
11.864,0.03,1.09,-0.30,0.72,0.50,-0.62,-0.07,-0.20,-0.91,978.05
11.866,0.03,1.09,-0.30,0.72,0.50,-0.62,-0.08,-0.24,-1.03,978.05
11.868,0.03,1.09,-0.30,0.75,0.40,-0.67,-0.08,-0.24,-1.03,978.05
11.882,-0.02,1.10,-0.26,0.75,0.40,-0.67,-0.08,-0.24,-1.03,978.05
11.904,-0.02,1.10,-0.26,2.11,1.54,-0.53,-0.08,-0.24,-1.03,978.05
11.905,-0.02,1.12,-0.26,2.11,1.54,-0.53,-0.08,-0.24,-1.03,978.05
11.906,-0.02,1.12,-0.26,2.11,1.54,-0.53,-0.17,-0.26,-1.35,978.05
11.944,-0.02,1.12,-0.26,2.11,1.54,-0.53,-0.17,-0.26,-1.35,978.05
11.946,-0.10,1.18,-0.23,2.11,1.54,-0.53,-0.17,-0.26,-1.35,978.05
11.947,-0.20,1.17,-0.20,2.11,1.54,-0.53,-0.17,-0.26,-1.35,978.05
11.949,-0.20,1.17,-0.20,2.11,1.54,-0.53,-0.25,-0.09,-1.70,978.05
11.95,-0.20,1.17,-0.20,2.69,1.66,-0.62,-0.25,-0.09,-1.70,978.05
11.961,-0.12,1.18,-0.26,2.69,1.66,-0.62,-0.25,-0.09,-1.70,978.05
11.979,-0.12,1.18,-0.26,2.69,1.66,-0.62,-0.25,-0.09,-1.70,978.05
11.982,-0.05,1.27,-0.33,2.69,1.66,-0.62,-0.25,-0.09,-1.70,978.05
11.984,-0.05,1.27,-0.33,2.69,1.66,-0.62,-0.30,-0.30,-1.96,978.05
11.986,-0.05,1.27,-0.33,2.07,2.54,-0.33,-0.30,-0.30,-1.96,978.05
12.006,0.03,1.39,-0.35,2.07,2.54,-0.33,-0.30,-0.30,-1.96,978.05
12.04,0.13,1.56,-0.38,2.07,2.54,-0.33,-0.30,-0.30,-1.96,978.05
12.042,0.13,1.56,-0.38,2.07,2.54,-0.33,-0.44,-0.71,-2.24,978.05
12.043,0.13,1.56,-0.38,4.51,5.00,-1.74,-0.44,-0.71,-2.24,978.05
12.044,0.13,1.56,-0.38,4.51,5.00,-1.74,-0.44,-0.71,-2.24,978.05
12.045,0.28,1.66,-0.42,4.51,5.00,-1.74,-0.44,-0.71,-2.24,978.05
12.06,0.50,1.87,-0.36,4.51,5.00,-1.74,-0.44,-0.71,-2.24,978.05
12.061,0.50,1.87,-0.36,4.51,5.00,-1.74,-0.63,-1.11,-2.63,978.05
12.062,0.50,1.87,-0.36,5.37,5.36,-2.12,-0.63,-1.11,-2.63,978.05
12.08,0.52,1.97,-0.16,5.37,5.36,-2.12,-0.63,-1.11,-2.63,978.05
12.101,0.52,1.97,-0.16,5.37,5.36,-2.12,-0.63,-1.11,-2.63,978.03
12.106,0.11,1.72,-0.20,5.37,5.36,-2.12,-0.63,-1.11,-2.63,978.03
12.107,0.11,1.72,-0.20,5.37,5.36,-2.12,-0.61,-1.76,-3.08,978.03
12.108,0.11,1.72,-0.20,10.18,10.01,-2.32,-0.61,-1.76,-3.08,978.03
12.139,0.01,1.35,-0.29,10.18,10.01,-2.32,-0.61,-1.76,-3.08,978.03
12.143,-0.22,1.04,-0.30,10.18,10.01,-2.32,-0.61,-1.76,-3.08,978.03
12.145,-0.22,1.04,-0.30,10.18,10.01,-2.32,-0.48,-0.46,-3.26,978.03
12.148,-0.22,1.04,-0.30,6.48,6.17,-2.03,-0.48,-0.46,-3.26,978.03
12.158,-0.22,1.04,-0.30,6.48,6.17,-2.03,-0.48,-0.46,-3.26,978.02
12.161,-0.90,0.62,-0.45,6.48,6.17,-2.03,-0.48,-0.46,-3.26,978.02
12.178,-0.75,0.32,-0.18,6.48,6.17,-2.03,-0.48,-0.46,-3.26,978.02
12.181,-0.75,0.32,-0.18,6.48,6.17,-2.03,-0.31,1.36,-2.57,978.02
12.183,-0.75,0.32,-0.18,7.02,6.78,-1.69,-0.31,1.36,-2.57,978.02
12.205,-0.01,0.15,-0.08,7.02,6.78,-1.69,-0.31,1.36,-2.57,978.02
12.243,-0.01,0.15,-0.08,7.02,6.78,-1.69,-0.31,1.36,-2.57,978.02
12.246,0.64,0.06,-0.14,7.02,6.78,-1.69,-0.31,1.36,-2.57,978.02
12.248,0.64,0.06,-0.14,7.02,6.78,-1.69,-0.22,-0.05,0.03,978.02
12.25,0.64,0.06,-0.14,1.87,-3.02,-1.51,-0.22,-0.05,0.03,978.02
12.252,0.38,0.13,-0.17,1.87,-3.02,-1.51,-0.22,-0.05,0.03,978.02
12.258,-0.35,0.29,-0.27,1.87,-3.02,-1.51,-0.22,-0.05,0.03,978.02
12.261,-0.35,0.29,-0.27,1.87,-3.02,-1.51,-0.20,0.43,1.85,978.02
12.263,-0.35,0.29,-0.27,8.84,-5.45,-0.99,-0.20,0.43,1.85,978.02
12.278,-0.46,0.39,-0.25,8.84,-5.45,-0.99,-0.20,0.43,1.85,978.02
12.281,-0.46,0.39,-0.25,8.84,-5.45,-0.99,-0.20,0.43,1.85,978.02
12.306,-0.22,0.45,-0.25,8.84,-5.45,-0.99,-0.20,0.43,1.85,978.02
12.308,-0.22,0.45,-0.25,8.84,-5.45,-0.99,-0.43,2.05,2.97,978.02
12.309,-0.22,0.45,-0.25,7.76,-6.08,-0.61,-0.43,2.05,2.97,978.02
12.317,-0.29,0.51,-0.29,7.76,-6.08,-0.61,-0.43,2.05,2.97,978.02
12.339,-0.44,0.66,-0.31,7.76,-6.08,-0.61,-0.43,2.05,2.97,978.02
12.341,-0.44,0.66,-0.31,7.76,-6.08,-0.61,-0.45,1.22,4.39,978.02
12.342,-0.44,0.66,-0.31,0.91,-4.02,-1.17,-0.45,1.22,4.39,978.02
12.343,-0.44,0.66,-0.31,0.91,-4.02,-1.17,-0.45,1.22,4.39,978.00
12.356,-0.53,0.85,-0.33,0.91,-4.02,-1.17,-0.45,1.22,4.39,978.00
12.377,-0.65,1.00,-0.36,0.91,-4.02,-1.17,-0.45,1.22,4.39,978.00
12.379,-0.65,1.00,-0.36,0.91,-4.02,-1.17,-0.33,0.75,5.36,978.00
12.38,-0.65,1.00,-0.36,-3.11,-0.92,-1.84,-0.33,0.75,5.36,978.00
12.404,-0.53,1.12,-0.30,-3.11,-0.92,-1.84,-0.33,0.75,5.36,978.00
12.406,-0.53,1.12,-0.30,-3.11,-0.92,-1.84,-0.33,0.75,5.36,977.98
12.415,-0.27,1.35,-0.32,-3.11,-0.92,-1.84,-0.33,0.75,5.36,977.98
12.416,-0.27,1.35,-0.32,-3.11,-0.92,-1.84,0.10,-0.30,6.23,977.98
12.417,-0.27,1.35,-0.32,-5.28,-1.16,-1.78,0.10,-0.30,6.23,977.98
12.449,-0.25,1.64,-0.33,-5.28,-1.16,-1.78,0.10,-0.30,6.23,977.98
12.455,-0.44,1.83,-0.27,-5.28,-1.16,-1.78,0.10,-0.30,6.23,977.98
12.457,-0.44,1.83,-0.27,-5.28,-1.16,-1.78,0.68,-0.96,6.37,977.98
12.458,-0.44,1.83,-0.27,-5.57,4.33,-1.30,0.68,-0.96,6.37,977.98
12.459,-0.44,1.83,-0.27,-5.57,4.33,-1.30,0.68,-0.96,6.37,977.98
12.474,-0.53,1.71,-0.15,-5.57,4.33,-1.30,0.68,-0.96,6.37,977.98
12.51,-0.59,1.59,-0.05,-5.57,4.33,-1.30,0.68,-0.96,6.37,977.98
12.514,-0.59,1.59,-0.05,-5.57,4.33,-1.30,0.99,-0.89,5.21,977.98
12.516,-0.59,1.59,-0.05,-8.80,8.23,0.70,0.99,-0.89,5.21,977.98
12.518,-0.75,1.51,0.02,-8.80,8.23,0.70,0.99,-0.89,5.21,977.98
12.52,-0.75,1.51,0.02,-8.80,8.23,0.70,0.99,-0.89,5.21,978.00
12.541,-0.94,1.30,0.01,-8.80,8.23,0.70,0.99,-0.89,5.21,978.00
12.544,-0.94,1.30,0.01,-8.80,8.23,0.70,0.77,-0.36,2.82,978.00
12.545,-0.94,1.30,0.01,-9.53,8.62,1.00,0.77,-0.36,2.82,978.00
12.554,-1.07,1.18,-0.03,-9.53,8.62,1.00,0.77,-0.36,2.82,978.00
12.573,-0.98,1.18,-0.06,-9.53,8.62,1.00,0.77,-0.36,2.82,978.00
12.574,-0.98,1.18,-0.06,-9.53,8.62,1.00,0.21,0.50,-0.73,978.00
12.575,-0.98,1.18,-0.06,-13.05,4.71,2.45,0.21,0.50,-0.73,978.00
12.576,-0.98,1.18,-0.06,-13.05,4.71,2.45,0.21,0.50,-0.73,978.01
12.596,-0.76,1.14,-0.42,-13.05,4.71,2.45,0.21,0.50,-0.73,978.01
12.614,1.53,1.28,-0.37,-13.05,4.71,2.45,0.21,0.50,-0.73,978.01
12.618,1.53,1.28,-0.37,-13.05,4.71,2.45,-0.08,0.28,-2.54,978.01
12.621,1.53,1.28,-0.37,-3.82,3.01,-0.37,-0.08,0.28,-2.54,978.01
12.632,2.79,1.44,1.08,-3.82,3.01,-0.37,-0.08,0.28,-2.54,978.01
12.637,2.79,1.44,1.08,-3.82,3.01,-0.37,-0.08,0.28,-2.54,978.03
12.653,-0.73,1.73,-0.06,-3.82,3.01,-0.37,-0.08,0.28,-2.54,978.03
12.654,-0.73,1.73,-0.06,-3.82,3.01,-0.37,-0.28,-1.37,-1.74,978.03
12.655,-0.73,1.73,-0.06,-3.03,2.74,-0.31,-0.28,-1.37,-1.74,978.03
12.675,-1.79,1.27,-0.69,-3.03,2.74,-0.31,-0.28,-1.37,-1.74,978.03
12.692,-0.89,0.58,-0.43,-3.03,2.74,-0.31,-0.28,-1.37,-1.74,978.03
12.692,-0.89,0.58,-0.43,-3.03,2.74,-0.31,0.01,4.11,-2.85,978.03
12.693,-0.89,0.58,-0.43,-0.82,5.21,3.16,0.01,4.11,-2.85,978.03
12.696,-0.89,0.58,-0.43,-0.82,5.21,3.16,0.01,4.11,-2.85,978.03
12.723,-0.20,0.76,-0.50,-0.82,5.21,3.16,0.01,4.11,-2.85,978.03
12.732,-0.18,1.15,-0.68,-0.82,5.21,3.16,0.01,4.11,-2.85,978.03
12.733,-0.18,1.15,-0.68,-0.82,5.21,3.16,0.67,-0.39,-2.17,978.03
12.733,-0.18,1.15,-0.68,-4.91,-1.24,-2.86,0.67,-0.39,-2.17,978.03
12.752,-0.71,1.07,0.05,-4.91,-1.24,-2.86,0.67,-0.39,-2.17,978.03
12.757,-0.71,1.07,0.05,-4.91,-1.24,-2.86,0.67,-0.39,-2.17,978.03
12.773,-0.24,0.91,-0.15,-4.91,-1.24,-2.86,0.67,-0.39,-2.17,978.03
12.776,-0.24,0.91,-0.15,-4.91,-1.24,-2.86,0.06,-1.20,-1.27,978.03
12.778,-0.24,0.91,-0.15,-4.25,-1.24,-2.77,0.06,-1.20,-1.27,978.03
12.793,0.36,1.03,-0.27,-4.25,-1.24,-2.77,0.06,-1.20,-1.27,978.03
12.821,0.23,1.07,-0.29,-4.25,-1.24,-2.77,0.06,-1.20,-1.27,978.03
12.823,0.23,1.07,-0.29,-1.61,0.48,1.32,0.06,-1.20,-1.27,978.03
12.823,0.23,1.07,-0.29,-1.61,0.48,1.32,0.14,-0.94,-0.74,978.03
12.824,0.23,1.07,-0.29,-1.61,0.48,1.32,0.14,-0.94,-0.74,978.03
12.83,-0.31,0.94,-0.34,-1.61,0.48,1.32,0.14,-0.94,-0.74,978.03
12.857,-0.58,0.88,-0.32,-1.61,0.48,1.32,0.14,-0.94,-0.74,978.03
12.859,-0.58,0.88,-0.32,-1.61,0.48,1.32,0.10,-0.24,-0.97,978.03
12.86,-0.58,0.88,-0.32,-1.49,0.11,-0.53,0.10,-0.24,-0.97,978.03
12.872,-0.21,0.96,-0.24,-1.49,0.11,-0.53,0.10,-0.24,-0.97,978.03
12.875,-0.21,0.96,-0.24,-1.49,0.11,-0.53,0.10,-0.24,-0.97,978.04
12.889,0.14,1.03,-0.26,-1.49,0.11,-0.53,0.10,-0.24,-0.97,978.04
12.891,0.14,1.03,-0.26,-1.49,0.11,-0.53,0.07,-0.60,-0.55,978.04
12.891,0.14,1.03,-0.26,-1.21,0.13,-0.51,0.07,-0.60,-0.55,978.04
12.921,0.01,0.99,-0.34,-1.21,0.13,-0.51,0.07,-0.60,-0.55,978.04
12.929,-0.17,0.94,-0.34,-1.21,0.13,-0.51,0.07,-0.60,-0.55,978.04
12.93,-0.17,0.94,-0.34,-1.21,0.13,-0.51,0.07,-0.70,-0.49,978.04
12.931,-0.17,0.94,-0.34,1.01,0.45,-0.18,0.07,-0.70,-0.49,978.04
12.935,-0.17,0.94,-0.34,1.01,0.45,-0.18,0.07,-0.70,-0.49,978.05
12.95,-0.23,0.97,-0.31,1.01,0.45,-0.18,0.07,-0.70,-0.49,978.05
12.968,-0.19,1.00,-0.25,1.01,0.45,-0.18,0.07,-0.70,-0.49,978.05
12.969,-0.19,1.00,-0.25,1.01,0.45,-0.18,-0.02,-0.26,-0.66,978.05
12.969,-0.19,1.00,-0.25,-0.42,0.29,-0.38,-0.02,-0.26,-0.66,978.05
13.004,-0.07,0.99,-0.24,-0.42,0.29,-0.38,-0.02,-0.26,-0.66,978.05
13.006,-0.07,0.99,-0.24,-0.42,0.29,-0.38,-0.02,-0.26,-0.66,978.05
13.011,-0.07,0.99,-0.24,-0.16,0.32,-0.40,-0.02,-0.26,-0.66,978.05
13.013,-0.01,1.00,-0.26,-0.16,0.32,-0.40,-0.02,-0.26,-0.66,978.05
13.014,-0.01,1.00,-0.26,-0.16,0.32,-0.40,-0.04,-0.30,-0.62,978.05
13.036,-0.05,1.02,-0.28,-0.16,0.32,-0.40,-0.04,-0.30,-0.62,978.05
13.047,-0.12,1.02,-0.26,-0.16,0.32,-0.40,-0.04,-0.30,-0.62,978.05
13.049,-0.12,1.02,-0.26,-0.16,0.32,-0.40,-0.06,-0.21,-0.85,978.05
13.05,-0.12,1.02,-0.26,1.62,0.68,-0.06,-0.06,-0.21,-0.85,978.05
13.057,-0.12,1.02,-0.26,1.62,0.68,-0.06,-0.06,-0.21,-0.85,978.04
13.067,-0.19,1.10,-0.26,1.62,0.68,-0.06,-0.06,-0.21,-0.85,978.04
13.106,-0.16,1.13,-0.32,1.62,0.68,-0.06,-0.06,-0.21,-0.85,978.04
13.109,-0.16,1.13,-0.32,1.62,0.68,-0.06,-0.13,-0.14,-1.10,978.04
13.111,-0.16,1.13,-0.32,0.92,1.48,-0.33,-0.13,-0.14,-1.10,978.04
13.121,0.06,1.13,-0.33,0.92,1.48,-0.33,-0.13,-0.14,-1.10,978.04
13.124,0.06,1.13,-0.33,0.92,1.48,-0.33,-0.13,-0.14,-1.10,978.05
13.161,0.15,1.20,-0.25,0.92,1.48,-0.33,-0.13,-0.14,-1.10,978.05
13.163,0.15,1.20,-0.25,0.92,1.48,-0.33,-0.24,-0.34,-1.30,978.05
13.163,0.15,1.20,-0.25,1.39,1.57,-0.45,-0.24,-0.34,-1.30,978.05
13.164,0.01,1.20,-0.20,1.39,1.57,-0.45,-0.24,-0.34,-1.30,978.05
13.166,-0.04,1.22,-0.31,1.39,1.57,-0.45,-0.24,-0.34,-1.30,978.05
13.167,-0.04,1.22,-0.31,1.39,1.57,-0.45,-0.41,-0.14,-1.84,978.05
13.167,-0.04,1.22,-0.31,4.22,2.68,-0.38,-0.41,-0.14,-1.84,978.05
13.176,-0.04,1.22,-0.31,4.22,2.68,-0.38,-0.41,-0.14,-1.84,978.06
13.185,-0.06,1.33,-0.37,4.22,2.68,-0.38,-0.41,-0.14,-1.84,978.06
13.206,-0.00,1.43,-0.43,4.22,2.68,-0.38,-0.41,-0.14,-1.84,978.06
13.21,-0.00,1.43,-0.43,4.22,2.68,-0.38,-0.54,-0.20,-2.34,978.06
13.212,-0.00,1.43,-0.43,3.92,4.37,-1.65,-0.54,-0.20,-2.34,978.06
13.235,0.16,1.64,-0.43,3.92,4.37,-1.65,-0.54,-0.20,-2.34,978.06
13.237,0.16,1.64,-0.43,3.92,4.37,-1.65,-0.54,-0.20,-2.34,978.07
13.245,0.40,1.78,-0.39,3.92,4.37,-1.65,-0.54,-0.20,-2.34,978.07
13.248,0.40,1.78,-0.39,3.92,4.37,-1.65,-0.71,-0.93,-2.64,978.07
13.25,0.40,1.78,-0.39,4.78,4.73,-2.02,-0.71,-0.93,-2.64,978.07
13.266,0.53,1.94,-0.32,4.78,4.73,-2.02,-0.71,-0.93,-2.64,978.07
13.286,0.36,1.84,-0.19,4.78,4.73,-2.02,-0.71,-0.93,-2.64,978.07
13.288,0.36,1.84,-0.19,4.78,4.73,-2.02,-0.63,-1.74,-3.03,978.07
13.29,0.36,1.84,-0.19,9.55,9.74,-2.69,-0.63,-1.74,-3.03,978.07
13.317,0.36,1.84,-0.19,9.55,9.74,-2.69,-0.63,-1.74,-3.03,978.07
13.321,0.05,1.43,-0.25,9.55,9.74,-2.69,-0.63,-1.74,-3.03,978.07
13.364,-0.08,1.10,-0.14,9.55,9.74,-2.69,-0.63,-1.74,-3.03,978.07
13.368,-0.08,1.10,-0.14,9.55,9.74,-2.69,-0.39,-0.73,-3.25,978.07
13.37,-0.08,1.10,-0.14,7.93,7.17,-1.11,-0.39,-0.73,-3.25,978.07
13.372,-0.65,0.71,-0.35,7.93,7.17,-1.11,-0.39,-0.73,-3.25,978.07
13.374,-0.65,0.71,-0.35,7.93,7.17,-1.11,-0.39,-0.73,-3.25,978.05
13.376,-0.95,0.47,-0.34,7.93,7.17,-1.11,-0.39,-0.73,-3.25,978.05
13.378,-0.95,0.47,-0.34,7.93,7.17,-1.11,-0.17,0.99,-2.75,978.05
13.381,-0.95,0.47,-0.34,8.47,7.81,-0.85,-0.17,0.99,-2.75,978.05
13.386,-0.51,0.32,-0.02,8.47,7.81,-0.85,-0.17,0.99,-2.75,978.05
13.403,0.23,0.19,-0.02,8.47,7.81,-0.85,-0.17,0.99,-2.75,978.05
13.405,0.23,0.19,-0.02,8.47,7.81,-0.85,-0.15,0.04,-0.61,978.05
13.406,0.23,0.19,-0.02,0.62,-1.37,-1.32,-0.15,0.04,-0.61,978.05
13.423,0.23,0.19,-0.02,0.62,-1.37,-1.32,-0.15,0.04,-0.61,978.03
13.426,0.65,0.10,-0.05,0.62,-1.37,-1.32,-0.15,0.04,-0.61,978.03
13.456,0.08,0.24,-0.16,0.62,-1.37,-1.32,-0.15,0.04,-0.61,978.03
13.457,0.08,0.24,-0.16,0.62,-1.37,-1.32,-0.10,-0.55,1.69,978.03
13.458,0.08,0.24,-0.16,10.08,-4.93,0.08,-0.10,-0.55,1.69,978.03
13.462,-0.52,0.41,-0.21,10.08,-4.93,0.08,-0.10,-0.55,1.69,978.03
13.473,-0.52,0.41,-0.21,10.08,-4.93,0.08,-0.10,-0.55,1.69,978.02
13.482,-0.55,0.46,-0.23,10.08,-4.93,0.08,-0.10,-0.55,1.69,978.02
13.484,-0.55,0.46,-0.23,10.08,-4.93,0.08,-0.28,1.76,2.53,978.02
13.486,-0.55,0.46,-0.23,9.15,-5.50,0.45,-0.28,1.76,2.53,978.02
13.502,-0.32,0.47,-0.25,9.15,-5.50,0.45,-0.28,1.76,2.53,978.02
13.527,-0.28,0.54,-0.28,9.15,-5.50,0.45,-0.28,1.76,2.53,978.02
13.532,-0.28,0.54,-0.28,9.15,-5.50,0.45,-0.31,1.39,3.97,978.02
13.535,-0.28,0.54,-0.28,0.19,-3.66,-0.82,-0.31,1.39,3.97,978.02
13.549,-0.28,0.54,-0.28,0.19,-3.66,-0.82,-0.31,1.39,3.97,978.01
13.55,-0.38,0.68,-0.30,0.19,-3.66,-0.82,-0.31,1.39,3.97,978.01
13.56,-0.51,0.88,-0.31,0.19,-3.66,-0.82,-0.31,1.39,3.97,978.01
13.561,-0.51,0.88,-0.31,0.19,-3.66,-0.82,-0.11,0.44,5.08,978.01
13.562,-0.51,0.88,-0.31,-0.77,-1.90,-1.44,-0.11,0.44,5.08,978.01
13.58,-0.69,0.99,-0.31,-0.77,-1.90,-1.44,-0.11,0.44,5.08,978.01
13.598,-0.69,0.99,-0.31,-0.77,-1.90,-1.44,-0.11,0.44,5.08,977.98
13.604,-0.56,1.05,-0.23,-0.77,-1.90,-1.44,-0.11,0.44,5.08,977.98
13.604,-0.56,1.05,-0.23,-0.77,-1.90,-1.44,0.23,-0.35,5.94,977.98
13.605,-0.56,1.05,-0.23,-2.82,-2.31,-1.36,0.23,-0.35,5.94,977.98
13.62,-0.18,1.37,-0.21,-2.82,-2.31,-1.36,0.23,-0.35,5.94,977.98
13.64,-0.21,1.82,-0.19,-2.82,-2.31,-1.36,0.23,-0.35,5.94,977.98
13.643,-0.21,1.82,-0.19,-2.82,-2.31,-1.36,0.74,-1.60,6.54,977.98
13.644,-0.21,1.82,-0.19,-5.86,2.02,-0.61,0.74,-1.60,6.54,977.98
13.654,-0.21,1.82,-0.19,-5.86,2.02,-0.61,0.74,-1.60,6.54,977.97
13.66,-0.45,1.86,-0.04,-5.86,2.02,-0.61,0.74,-1.60,6.54,977.97
13.682,-0.65,1.77,-0.13,-5.86,2.02,-0.61,0.74,-1.60,6.54,977.97
13.684,-0.65,1.77,-0.13,-5.86,2.02,-0.61,1.07,-0.77,5.80,977.97
13.686,-0.65,1.77,-0.13,-7.32,9.12,1.14,1.07,-0.77,5.80,977.97
13.704,-0.82,1.71,-0.11,-7.32,9.12,1.14,1.07,-0.77,5.80,977.97
13.714,-0.82,1.71,-0.11,-7.32,9.12,1.14,1.07,-0.77,5.80,977.97
13.72,-0.93,1.45,-0.01,-7.32,9.12,1.14,1.07,-0.77,5.80,977.97
13.721,-0.93,1.45,-0.01,-7.32,9.12,1.14,0.92,0.26,3.53,977.97
13.722,-0.93,1.45,-0.01,-8.38,9.56,1.37,0.92,0.26,3.53,977.97
13.748,-1.08,1.24,-0.06,-8.38,9.56,1.37,0.92,0.26,3.53,977.97
13.76,-1.08,1.24,-0.06,-13.18,6.03,1.93,0.92,0.26,3.53,977.97
13.764,-1.07,1.29,-0.09,-13.18,6.03,1.93,0.92,0.26,3.53,977.97
13.766,-1.07,1.29,-0.09,-13.18,6.03,1.93,0.35,0.54,-0.02,977.97
13.775,-1.07,1.29,-0.09,-13.18,6.03,1.93,0.35,0.54,-0.02,978.00
13.779,-0.77,1.30,-0.23,-13.18,6.03,1.93,0.35,0.54,-0.02,978.00
13.799,1.66,1.44,0.12,-13.18,6.03,1.93,0.35,0.54,-0.02,978.00
13.802,1.66,1.44,0.12,-13.18,6.03,1.93,-0.21,-0.05,-2.30,978.00
13.805,1.66,1.44,0.12,-3.67,4.42,1.76,-0.21,-0.05,-2.30,978.00
13.825,2.07,1.33,0.82,-3.67,4.42,1.76,-0.21,-0.05,-2.30,978.00
13.838,2.07,1.33,0.82,-2.78,4.10,1.72,-0.21,-0.05,-2.30,978.00
13.865,2.07,1.33,0.82,-2.78,4.10,1.72,-0.21,-0.05,-2.30,978.03
13.867,-0.72,1.27,-0.40,-2.78,4.10,1.72,-0.21,-0.05,-2.30,978.03
13.868,-0.72,1.27,-0.40,-2.78,4.10,1.72,-0.36,-1.18,-2.07,978.03
13.869,-1.26,1.00,-0.68,-2.78,4.10,1.72,-0.36,-1.18,-2.07,978.03
13.877,-0.98,0.75,-0.44,-2.78,4.10,1.72,-0.36,-1.18,-2.07,978.03
13.88,-0.98,0.75,-0.44,-2.78,4.10,1.72,-0.01,3.92,-2.79,978.03
13.882,-0.98,0.75,-0.44,-1.21,2.42,1.21,-0.01,3.92,-2.79,978.03
13.897,-0.98,0.75,-0.44,-1.21,2.42,1.21,-0.01,3.92,-2.79,978.05
13.899,-0.37,0.98,-0.38,-1.21,2.42,1.21,-0.01,3.92,-2.79,978.05
13.931,-0.20,1.15,-0.39,-1.21,2.42,1.21,-0.01,3.92,-2.79,978.05
13.932,-0.20,1.15,-0.39,-1.21,2.42,1.21,0.33,0.27,-1.83,978.05
13.933,-0.20,1.15,-0.39,-5.85,0.04,-1.76,0.33,0.27,-1.83,978.05
13.936,-0.45,0.97,-0.14,-5.85,0.04,-1.76,0.33,0.27,-1.83,978.05
13.952,-0.45,0.97,-0.14,-5.85,0.04,-1.76,0.33,0.27,-1.83,978.05
