time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
5.263,0.31,1.13,-0.17,3.19,0.74,-0.27,0.42,-0.64,-3.30,973.59
5.265,0.31,1.13,-0.17,3.19,0.74,-0.27,0.42,-0.64,-3.30,973.58
5.266,0.31,1.13,-0.17,2.54,1.35,-0.12,0.42,-0.64,-3.30,973.58
5.323,0.48,1.25,-0.07,2.54,1.35,-0.12,0.42,-0.64,-3.30,973.58
5.331,0.48,1.25,-0.07,2.54,1.35,-0.12,0.54,-0.07,-3.05,973.58
5.332,0.48,1.25,-0.07,6.03,2.64,0.96,0.54,-0.07,-3.05,973.58
5.382,0.43,1.08,-0.18,6.03,2.64,0.96,0.54,-0.07,-3.05,973.58
5.384,0.43,1.08,-0.18,6.03,2.64,0.96,0.79,0.72,-2.59,973.58
5.386,0.43,1.08,-0.18,5.45,1.00,0.14,0.79,0.72,-2.59,973.58
5.443,0.37,0.89,-0.15,5.45,1.00,0.14,0.79,0.72,-2.59,973.58
5.445,0.37,0.89,-0.15,5.45,1.00,0.14,0.66,1.00,-1.08,973.58
5.446,0.37,0.89,-0.15,5.45,1.00,0.14,0.66,1.00,-1.08,973.60
5.448,0.37,0.89,-0.15,4.68,-0.75,0.82,0.66,1.00,-1.08,973.60
5.502,0.30,0.87,-0.10,4.68,-0.75,0.82,0.66,1.00,-1.08,973.60
5.504,0.30,0.87,-0.10,4.68,-0.75,0.82,0.35,0.64,0.64,973.60
5.506,0.30,0.87,-0.10,3.19,-0.99,1.49,0.35,0.64,0.64,973.60
5.585,0.18,1.16,0.15,3.19,-0.99,1.49,0.35,0.64,0.64,973.60
5.593,0.18,1.16,0.15,3.19,-0.99,1.49,-0.82,-1.88,1.80,973.60
5.595,0.18,1.16,0.15,1.95,1.63,2.21,-0.82,-1.88,1.80,973.60
5.664,0.18,1.16,0.15,1.95,1.63,2.21,0.67,-2.01,2.70,973.60
5.667,0.18,1.16,0.15,1.95,1.63,2.21,0.67,-2.01,2.70,973.61
5.669,0.84,0.96,0.57,1.95,1.63,2.21,0.67,-2.01,2.70,973.61
5.671,0.84,0.96,0.57,0.33,1.71,1.38,0.67,-2.01,2.70,973.61
5.687,0.27,0.98,-0.08,0.33,1.71,1.38,0.67,-2.01,2.70,973.61
5.689,0.27,0.98,-0.08,0.33,1.71,1.38,-0.26,0.54,1.15,973.61
5.692,0.27,0.98,-0.08,-0.26,0.52,1.26,-0.26,0.54,1.15,973.61
5.743,-0.09,0.95,0.01,-0.26,0.52,1.26,-0.26,0.54,1.15,973.61
5.745,-0.09,0.95,0.01,-0.26,0.52,1.26,0.44,-0.04,1.03,973.61
5.747,-0.09,0.95,0.01,-4.11,0.18,1.67,0.44,-0.04,1.03,973.61
5.805,0.27,1.00,-0.12,-4.11,0.18,1.67,0.44,-0.04,1.03,973.61
5.807,0.27,1.00,-0.12,-4.11,0.18,1.67,-0.09,0.71,0.29,973.61
5.809,0.27,1.00,-0.12,-4.11,0.18,1.67,-0.09,0.71,0.29,973.61
5.811,0.27,1.00,-0.12,-0.86,0.83,0.80,-0.09,0.71,0.29,973.61
5.877,0.19,0.98,-0.19,-0.86,0.83,0.80,-0.09,0.71,0.29,973.61
5.88,0.19,0.98,-0.19,-0.86,0.83,0.80,0.13,0.16,0.44,973.61
5.886,0.19,0.98,-0.19,-1.33,0.54,0.13,0.13,0.16,0.44,973.61
5.928,0.06,0.95,-0.19,-1.33,0.54,0.13,0.13,0.16,0.44,973.61
5.939,0.06,0.95,-0.19,-1.33,0.54,0.13,0.06,0.25,0.51,973.61
5.95,0.06,0.95,-0.19,-2.40,0.23,0.17,0.06,0.25,0.51,973.61
5.991,0.19,0.97,-0.19,-2.40,0.23,0.17,0.06,0.25,0.51,973.61
5.994,0.19,0.97,-0.19,-2.40,0.23,0.17,0.03,0.22,0.58,973.61
5.996,0.19,0.97,-0.19,-2.40,0.23,0.17,0.03,0.22,0.58,973.61
5.998,0.19,0.97,-0.19,-0.97,0.39,0.24,0.03,0.22,0.58,973.61
6.045,0.20,0.98,-0.24,-0.97,0.39,0.24,0.03,0.22,0.58,973.61
6.048,0.20,0.98,-0.24,-0.97,0.39,0.24,0.04,0.26,0.65,973.61
6.054,0.20,0.98,-0.24,-0.80,0.45,-0.26,0.04,0.26,0.65,973.61
6.103,0.20,1.03,-0.24,-0.80,0.45,-0.26,0.04,0.26,0.65,973.61
6.106,0.20,1.03,-0.24,-0.80,0.45,-0.26,-0.09,0.48,0.83,973.61
6.108,0.20,1.03,-0.24,-0.99,0.96,-0.29,-0.09,0.48,0.83,973.61
6.171,0.25,0.99,-0.22,-0.99,0.96,-0.29,-0.09,0.48,0.83,973.61
6.179,0.25,0.99,-0.22,-0.99,0.96,-0.29,-0.25,0.84,1.25,973.61
6.185,0.25,0.99,-0.22,-0.99,0.96,-0.29,-0.25,0.84,1.25,973.60
6.19,0.25,0.99,-0.22,-0.63,0.65,-0.12,-0.25,0.84,1.25,973.60
6.235,0.34,1.07,-0.15,-0.63,0.65,-0.12,-0.25,0.84,1.25,973.60
6.239,0.34,1.07,-0.15,-0.63,0.65,-0.12,-0.38,0.64,1.52,973.60
6.241,0.34,1.07,-0.15,-0.80,1.74,-0.21,-0.38,0.64,1.52,973.60
6.301,0.08,1.13,-0.02,-0.80,1.74,-0.21,-0.38,0.64,1.52,973.60
6.303,0.08,1.13,-0.02,-0.80,1.74,-0.21,-0.80,-0.23,2.10,973.60
6.307,0.08,1.13,-0.02,-3.54,2.33,0.62,-0.80,-0.23,2.10,973.60
6.356,0.08,1.13,-0.02,-3.54,2.33,0.62,-0.27,0.46,2.10,973.60
6.361,0.08,1.13,-0.02,-3.54,2.33,0.62,-0.27,0.46,2.10,973.60
6.363,0.21,1.45,-0.03,-3.54,2.33,0.62,-0.27,0.46,2.10,973.60
6.365,0.21,1.45,-0.03,-3.88,2.47,-0.09,-0.27,0.46,2.10,973.60
6.425,0.82,1.00,-0.07,-3.88,2.47,-0.09,-0.27,0.46,2.10,973.60
6.427,0.82,1.00,-0.07,-3.88,2.47,-0.09,0.22,0.98,2.39,973.60
6.429,0.82,1.00,-0.07,2.82,1.50,-0.15,0.22,0.98,2.39,973.60
6.473,-0.30,0.48,-0.54,2.82,1.50,-0.15,0.22,0.98,2.39,973.60
6.475,-0.30,0.48,-0.54,2.82,1.50,-0.15,0.86,2.64,-0.50,973.60
6.477,-0.30,0.48,-0.54,-8.26,-3.44,-4.25,0.86,2.64,-0.50,973.60
6.531,0.07,0.63,-0.03,-8.26,-3.44,-4.25,0.86,2.64,-0.50,973.60
6.537,0.07,0.63,-0.03,-8.26,-3.44,-4.25,1.05,0.62,-1.57,973.60
6.538,0.07,0.63,-0.03,-8.26,-3.44,-4.25,1.05,0.62,-1.57,973.61
6.54,0.07,0.63,-0.03,-3.63,-2.63,0.46,1.05,0.62,-1.57,973.61
6.584,0.29,0.84,0.02,-3.63,-2.63,0.46,1.05,0.62,-1.57,973.61
6.587,0.29,0.84,0.02,-3.63,-2.63,0.46,1.17,-0.72,-2.81,973.61
6.589,0.29,0.84,0.02,-0.54,-0.94,1.08,1.17,-0.72,-2.81,973.61
6.643,0.48,1.03,-0.01,-0.54,-0.94,1.08,1.17,-0.72,-2.81,973.61
6.645,0.48,1.03,-0.01,-0.54,-0.94,1.08,1.26,0.04,-3.32,973.61
6.647,0.48,1.03,-0.01,2.34,0.68,1.22,1.26,0.04,-3.32,973.61
6.707,0.36,1.14,-0.02,2.34,0.68,1.22,1.26,0.04,-3.32,973.61
6.71,0.36,1.14,-0.02,2.34,0.68,1.22,1.22,0.02,-3.76,973.61
6.712,0.36,1.14,-0.02,2.34,0.68,1.22,1.22,0.02,-3.76,973.62
6.718,0.36,1.14,-0.02,3.81,1.59,1.77,1.22,0.02,-3.76,973.62
6.764,0.59,1.33,0.11,3.81,1.59,1.77,1.22,0.02,-3.76,973.62
6.767,0.59,1.33,0.11,3.81,1.59,1.77,1.10,0.82,-3.50,973.62
6.769,0.59,1.33,0.11,6.57,3.49,3.05,1.10,0.82,-3.50,973.62
6.828,0.59,1.33,0.11,6.57,3.49,3.05,0.84,1.81,-2.59,973.62
6.832,0.42,1.10,0.02,6.57,3.49,3.05,0.84,1.81,-2.59,973.62
6.843,0.42,1.10,0.02,6.96,3.52,2.98,0.84,1.81,-2.59,973.62
6.883,0.29,0.87,-0.01,6.96,3.52,2.98,0.84,1.81,-2.59,973.62
6.885,0.29,0.87,-0.01,6.96,3.52,2.98,0.25,0.86,-0.51,973.62
6.887,0.29,0.87,-0.01,6.96,3.52,2.98,0.25,0.86,-0.51,973.63
6.889,0.29,0.87,-0.01,3.86,-1.11,1.65,0.25,0.86,-0.51,973.63
6.946,0.34,0.84,-0.14,3.86,-1.11,1.65,0.25,0.86,-0.51,973.63
6.948,0.34,0.84,-0.14,3.86,-1.11,1.65,-0.20,-1.31,1.80,973.63
6.95,0.34,0.84,-0.14,2.99,-1.44,-0.02,-0.20,-1.31,1.80,973.63
7.019,-0.25,1.31,0.11,2.99,-1.44,-0.02,-0.20,-1.31,1.80,973.63
7.022,-0.25,1.31,0.11,2.99,-1.44,-0.02,-0.51,-1.36,1.30,973.63
7.024,-0.25,1.31,0.11,-2.22,3.05,1.63,-0.51,-1.36,1.30,973.63
7.074,-0.00,0.92,-0.42,-2.22,3.05,1.63,-0.51,-1.36,1.30,973.63
7.078,-0.00,0.92,-0.42,-2.22,3.05,1.63,-0.41,-0.53,1.37,973.63
7.081,-0.00,0.92,-0.42,-2.22,3.05,1.63,-0.41,-0.53,1.37,973.63
7.083,-0.00,0.92,-0.42,-1.47,-0.61,-3.18,-0.41,-0.53,1.37,973.63
7.132,0.10,1.12,-0.09,-1.47,-0.61,-3.18,-0.41,-0.53,1.37,973.63
7.137,0.10,1.12,-0.09,-1.47,-0.61,-3.18,-0.11,0.30,0.62,973.63
7.141,0.10,1.12,-0.09,-1.38,1.48,0.26,-0.11,0.30,0.62,973.63
7.206,0.24,0.96,-0.30,-1.38,1.48,0.26,-0.11,0.30,0.62,973.63
7.21,0.24,0.96,-0.30,-1.38,1.48,0.26,0.00,0.31,0.47,973.63
7.211,0.24,0.96,-0.30,-0.25,0.02,-1.68,0.00,0.31,0.47,973.63
7.27,0.07,0.98,-0.17,-0.25,0.02,-1.68,0.00,0.31,0.47,973.63
7.273,0.07,0.98,-0.17,-0.25,0.02,-1.68,0.02,0.19,0.27,973.63
7.275,0.07,0.98,-0.17,-0.25,0.02,-1.68,0.02,0.19,0.27,973.64
7.276,0.07,0.98,-0.17,-1.75,0.23,-0.36,0.02,0.19,0.27,973.64
7.327,0.10,0.97,-0.25,-1.75,0.23,-0.36,0.02,0.19,0.27,973.64
7.329,0.10,0.97,-0.25,-1.75,0.23,-0.36,0.03,0.44,0.16,973.64
7.334,0.10,0.97,-0.25,-1.27,0.12,-0.95,0.03,0.44,0.16,973.64
7.383,0.11,0.98,-0.26,-1.27,0.12,-0.95,0.03,0.44,0.16,973.64
7.388,0.11,0.98,-0.26,-1.27,0.12,-0.95,-0.01,0.38,0.30,973.64
7.389,0.11,0.98,-0.26,-0.97,0.12,-0.89,-0.01,0.38,0.30,973.64
7.444,0.15,0.97,-0.23,-0.97,0.12,-0.89,-0.01,0.38,0.30,973.64
7.446,0.15,0.97,-0.23,-0.97,0.12,-0.89,-0.01,0.39,0.38,973.64
7.447,0.15,0.97,-0.23,-0.97,0.12,-0.89,-0.01,0.39,0.38,973.64
7.449,0.15,0.97,-0.23,-0.42,0.10,-0.41,-0.01,0.39,0.38,973.64
7.492,0.17,0.97,-0.22,-0.42,0.10,-0.41,-0.01,0.39,0.38,973.64
7.494,0.17,0.97,-0.22,-0.42,0.10,-0.41,-0.04,0.41,0.26,973.64
7.495,0.17,0.97,-0.22,-0.49,0.15,-0.29,-0.04,0.41,0.26,973.64
7.552,0.17,0.97,-0.20,-0.49,0.15,-0.29,-0.04,0.41,0.26,973.64
7.555,0.17,0.97,-0.20,-0.49,0.15,-0.29,-0.05,0.46,0.17,973.64
7.557,0.17,0.97,-0.20,-0.63,0.16,-0.11,-0.05,0.46,0.17,973.64
7.606,0.21,0.96,-0.24,-0.63,0.16,-0.11,-0.05,0.46,0.17,973.64
7.608,0.21,0.96,-0.24,-0.63,0.16,-0.11,-0.11,0.47,0.23,973.64
7.61,0.21,0.96,-0.24,-0.63,0.16,-0.11,-0.11,0.47,0.23,973.64
7.611,0.21,0.96,-0.24,-0.30,0.04,-0.57,-0.11,0.47,0.23,973.64
7.666,0.29,0.95,-0.20,-0.30,0.04,-0.57,-0.11,0.47,0.23,973.64
7.669,0.29,0.95,-0.20,-0.30,0.04,-0.57,-0.24,0.54,0.08,973.64
7.671,0.29,0.95,-0.20,0.28,-0.04,-0.28,-0.24,0.54,0.08,973.64
7.747,0.29,0.95,-0.20,0.28,-0.04,-0.28,-0.33,1.23,-0.03,973.64
7.749,0.16,1.07,-0.17,0.28,-0.04,-0.28,-0.33,1.23,-0.03,973.64
7.751,0.16,1.07,-0.17,0.36,-0.11,-0.58,-0.33,1.23,-0.03,973.64
7.796,0.32,0.95,-0.15,0.36,-0.11,-0.58,-0.33,1.23,-0.03,973.64
7.798,0.32,0.95,-0.15,0.36,-0.11,-0.58,0.09,2.88,-0.20,973.64
7.801,0.32,0.95,-0.15,0.36,-0.11,-0.58,0.09,2.88,-0.20,973.63
7.803,0.32,0.95,-0.15,0.45,-0.03,-0.59,0.09,2.88,-0.20,973.63
7.856,0.29,0.95,-0.11,0.45,-0.03,-0.59,0.09,2.88,-0.20,973.63
7.859,0.29,0.95,-0.11,0.45,-0.03,-0.59,0.50,5.96,-0.33,973.63
7.862,0.29,0.95,-0.11,0.24,-0.12,-0.23,0.50,5.96,-0.33,973.63
7.914,0.27,0.97,-0.10,0.24,-0.12,-0.23,0.50,5.96,-0.33,973.63
7.917,0.27,0.97,-0.10,0.24,-0.12,-0.23,0.43,4.30,-0.39,973.63
7.919,0.27,0.97,-0.10,0.57,-0.05,-0.52,0.43,4.30,-0.39,973.63
7.976,-0.02,1.01,0.09,0.57,-0.05,-0.52,0.43,4.30,-0.39,973.63
7.978,-0.02,1.01,0.09,0.57,-0.05,-0.52,0.38,3.88,-0.78,973.63
7.99,-0.02,1.01,0.09,0.57,-0.05,-0.52,0.38,3.88,-0.78,973.63
8.0,-0.02,1.01,0.09,-2.02,0.25,0.78,0.38,3.88,-0.78,973.63
8.026,-0.03,1.01,0.23,-2.02,0.25,0.78,0.38,3.88,-0.78,973.63
8.028,-0.03,1.01,0.23,-2.02,0.25,0.78,0.19,3.32,-0.94,973.63
8.029,-0.03,1.01,0.23,-1.34,0.18,1.74,0.19,3.32,-0.94,973.63
8.088,-0.03,1.04,0.23,-1.34,0.18,1.74,0.19,3.32,-0.94,973.63
8.091,-0.03,1.04,0.23,-1.34,0.18,1.74,0.05,2.99,-0.88,973.63
8.103,-0.03,1.04,0.23,0.09,0.48,1.33,0.05,2.99,-0.88,973.63
8.162,-0.10,1.00,0.12,0.09,0.48,1.33,0.05,2.99,-0.88,973.63
8.166,-0.10,1.00,0.12,0.09,0.48,1.33,-0.03,2.79,-0.89,973.63
8.169,-0.10,1.00,0.12,0.09,0.48,1.33,-0.03,2.79,-0.89,973.62
8.172,-0.10,1.00,0.12,0.17,0.08,0.22,-0.03,2.79,-0.89,973.62
8.223,-0.06,0.96,0.01,0.17,0.08,0.22,-0.03,2.79,-0.89,973.62
8.227,-0.06,0.96,0.01,0.17,0.08,0.22,0.06,3.10,-1.01,973.62
8.229,-0.06,0.96,0.01,0.89,-0.30,-0.55,0.06,3.10,-1.01,973.62
8.287,0.07,0.92,-0.10,0.89,-0.30,-0.55,0.06,3.10,-1.01,973.62
8.29,0.07,0.92,-0.10,0.89,-0.30,-0.55,0.29,3.61,-1.18,973.62
8.292,0.07,0.92,-0.10,2.55,-0.61,-1.02,0.29,3.61,-1.18,973.62
8.326,0.01,0.84,-0.21,2.55,-0.61,-1.02,0.29,3.61,-1.18,973.62
8.328,0.01,0.84,-0.21,2.55,-0.61,-1.02,0.33,3.44,-0.71,973.62
8.33,0.01,0.84,-0.21,2.55,-0.61,-1.02,0.33,3.44,-0.71,973.62
8.332,0.01,0.84,-0.21,1.69,-1.35,-1.16,0.33,3.44,-0.71,973.62
8.385,0.18,0.85,-0.15,1.69,-1.35,-1.16,0.33,3.44,-0.71,973.62
8.387,0.18,0.85,-0.15,1.69,-1.35,-1.16,0.11,1.99,0.21,973.62
8.389,0.18,0.85,-0.15,2.89,-1.27,0.03,0.11,1.99,0.21,973.62
8.47,-0.91,1.36,0.40,2.89,-1.27,0.03,0.11,1.99,0.21,973.62
8.479,-0.91,1.36,0.40,2.89,-1.27,0.03,-0.11,2.35,0.08,973.62
8.48,-0.91,1.36,0.40,-8.22,3.62,5.24,-0.11,2.35,0.08,973.62
8.505,0.07,1.13,0.36,-8.22,3.62,5.24,-0.11,2.35,0.08,973.62
8.508,0.07,1.13,0.36,-8.22,3.62,5.24,0.37,-1.74,1.09,973.62
8.509,0.07,1.13,0.36,-8.22,3.62,5.24,0.37,-1.74,1.09,973.61
8.512,0.07,1.13,0.36,2.61,1.61,4.94,0.37,-1.74,1.09,973.61
8.567,-0.07,0.91,-0.08,2.61,1.61,4.94,0.37,-1.74,1.09,973.61
8.569,-0.07,0.91,-0.08,2.61,1.61,4.94,-0.03,0.20,0.68,973.61
8.57,-0.07,0.91,-0.08,-0.31,-0.77,0.54,-0.03,0.20,0.68,973.61
8.625,0.01,0.98,-0.23,-0.31,-0.77,0.54,-0.03,0.20,0.68,973.61
8.627,0.01,0.98,-0.23,-0.31,-0.77,0.54,0.29,-0.45,0.80,973.61
8.628,0.01,0.98,-0.23,0.12,-0.13,-0.95,0.29,-0.45,0.80,973.61
8.688,0.19,1.05,-0.10,0.12,-0.13,-0.95,0.29,-0.45,0.80,973.61
8.691,0.19,1.05,-0.10,0.12,-0.13,-0.95,0.23,0.32,0.43,973.61
8.693,0.19,1.05,-0.10,0.12,-0.13,-0.95,0.23,0.32,0.43,973.62
8.694,0.19,1.05,-0.10,1.07,0.62,0.50,0.23,0.32,0.43,973.62
8.754,0.02,0.98,-0.18,1.07,0.62,0.50,0.23,0.32,0.43,973.62
8.763,0.02,0.98,-0.18,1.07,0.62,0.50,0.13,0.21,0.20,973.62
8.768,0.02,0.98,-0.18,-0.86,0.02,-0.10,0.13,0.21,0.20,973.62
8.807,0.02,0.98,-0.18,-0.86,0.02,-0.10,0.13,0.21,0.20,973.62
8.809,0.02,0.98,-0.18,-0.86,0.02,-0.10,0.15,0.26,0.25,973.62
8.811,0.02,0.98,-0.18,-0.73,0.02,-0.04,0.15,0.26,0.25,973.62
8.865,0.04,0.99,-0.19,-0.73,0.02,-0.04,0.15,0.26,0.25,973.62
8.868,0.04,0.99,-0.19,-0.73,0.02,-0.04,0.14,0.15,0.31,973.62
8.87,0.04,0.99,-0.19,-0.73,0.02,-0.04,0.14,0.15,0.31,973.62
8.872,0.04,0.99,-0.19,-0.49,0.08,-0.00,0.14,0.15,0.31,973.62
8.925,0.08,0.98,-0.21,-0.49,0.08,-0.00,0.14,0.15,0.31,973.62
8.928,0.08,0.98,-0.21,-0.49,0.08,-0.00,0.09,0.21,0.31,973.62
8.93,0.08,0.98,-0.21,-0.26,0.07,-0.22,0.09,0.21,0.31,973.62
8.988,0.06,0.99,-0.20,-0.26,0.07,-0.22,0.09,0.21,0.31,973.62
8.991,0.06,0.99,-0.20,-0.26,0.07,-0.22,0.07,0.35,0.46,973.62
8.993,0.06,0.99,-0.20,-0.71,0.21,0.01,0.07,0.35,0.46,973.62
9.064,0.11,0.95,-0.21,-0.71,0.21,0.01,0.07,0.35,0.46,973.62
9.067,0.11,0.95,-0.21,-0.71,0.21,0.01,0.00,0.39,0.73,973.62
9.069,0.11,0.95,-0.21,-0.71,0.21,0.01,0.00,0.39,0.73,973.64
9.071,0.11,0.95,-0.21,-0.47,-0.15,-0.08,0.00,0.39,0.73,973.64
9.115,0.13,0.97,-0.24,-0.47,-0.15,-0.08,0.00,0.39,0.73,973.64
9.118,0.13,0.97,-0.24,-0.47,-0.15,-0.08,-0.17,0.34,0.92,973.64
9.119,0.13,0.97,-0.24,-0.56,0.15,-0.26,-0.17,0.34,0.92,973.64
9.167,0.16,0.96,-0.23,-0.56,0.15,-0.26,-0.17,0.34,0.92,973.64
9.169,0.16,0.96,-0.23,-0.56,0.15,-0.26,-0.21,0.86,1.30,973.64
9.171,0.16,0.96,-0.23,-0.71,0.11,-0.31,-0.21,0.86,1.30,973.64
9.228,0.20,1.14,-0.18,-0.71,0.11,-0.31,-0.21,0.86,1.30,973.64
9.23,0.20,1.14,-0.18,-0.71,0.11,-0.31,-0.31,0.93,1.61,973.64
9.233,0.20,1.14,-0.18,-0.71,0.11,-0.31,-0.31,0.93,1.61,973.64
9.235,0.20,1.14,-0.18,-0.74,1.89,-0.26,-0.31,0.93,1.61,973.64
9.288,0.24,1.61,0.02,-0.74,1.89,-0.26,-0.31,0.93,1.61,973.64
9.293,0.24,1.61,0.02,-0.74,1.89,-0.26,-0.55,0.38,2.11,973.64
9.295,0.24,1.61,0.02,-0.60,6.44,1.02,-0.55,0.38,2.11,973.64
9.351,0.07,1.12,0.06,-0.60,6.44,1.02,-0.55,0.38,2.11,973.64
9.353,0.07,1.12,0.06,-0.60,6.44,1.02,-0.45,-0.12,2.11,973.64
9.355,0.07,1.12,0.06,-2.68,1.71,0.67,-0.45,-0.12,2.11,973.64
9.405,0.79,0.92,-0.13,-2.68,1.71,0.67,-0.45,-0.12,2.11,973.64
9.407,0.79,0.92,-0.13,-2.68,1.71,0.67,0.13,0.65,2.03,973.64
9.409,0.79,0.92,-0.13,-2.68,1.71,0.67,0.13,0.65,2.03,973.63
9.41,0.79,0.92,-0.13,3.42,0.27,-0.45,0.13,0.65,2.03,973.63
9.469,-0.14,0.55,-0.33,3.42,0.27,-0.45,0.13,0.65,2.03,973.63
9.472,-0.14,0.55,-0.33,3.42,0.27,-0.45,0.14,1.60,-0.54,973.63
9.474,-0.14,0.55,-0.33,-6.47,-2.95,-2.39,0.14,1.60,-0.54,973.63
9.526,-0.14,0.55,-0.33,-6.47,-2.95,-2.39,0.35,0.32,-1.63,973.63
9.529,0.08,0.57,-0.13,-6.47,-2.95,-2.39,0.35,0.32,-1.63,973.63
9.531,0.08,0.57,-0.13,-5.32,-3.56,-2.41,0.35,0.32,-1.63,973.63
9.586,0.32,0.86,-0.07,-5.32,-3.56,-2.41,0.35,0.32,-1.63,973.63
9.589,0.32,0.86,-0.07,-5.32,-3.56,-2.41,0.42,-0.70,-2.54,973.63
9.591,0.32,0.86,-0.07,-5.32,-3.56,-2.41,0.42,-0.70,-2.54,973.63
9.593,0.32,0.86,-0.07,0.39,-0.93,0.26,0.42,-0.70,-2.54,973.63
9.649,0.33,1.07,-0.16,0.39,-0.93,0.26,0.42,-0.70,-2.54,973.63
9.653,0.33,1.07,-0.16,0.39,-0.93,0.26,0.38,-1.07,-2.99,973.63
9.657,0.33,1.07,-0.16,1.78,0.87,-0.30,0.38,-1.07,-2.99,973.63
9.708,0.35,1.15,-0.09,1.78,0.87,-0.30,0.38,-1.07,-2.99,973.63
9.711,0.35,1.15,-0.09,1.78,0.87,-0.30,0.30,-1.07,-3.33,973.63
9.713,0.35,1.15,-0.09,2.83,1.62,0.55,0.30,-1.07,-3.33,973.63
9.786,0.36,1.27,-0.16,2.83,1.62,0.55,0.30,-1.07,-3.33,973.63
9.79,0.36,1.27,-0.16,2.83,1.62,0.55,0.30,-0.34,-3.24,973.63
9.792,0.36,1.27,-0.16,2.83,1.62,0.55,0.30,-0.34,-3.24,973.62
9.794,0.36,1.27,-0.16,3.96,2.71,-0.11,0.30,-0.34,-3.24,973.62
9.847,0.62,1.13,-0.04,3.96,2.71,-0.11,0.30,-0.34,-3.24,973.62
9.854,0.62,1.13,-0.04,3.96,2.71,-0.11,0.62,0.82,-2.85,973.62
9.856,0.62,1.13,-0.04,6.56,1.40,0.91,0.62,0.82,-2.85,973.62
9.908,0.43,0.87,-0.12,6.56,1.40,0.91,0.62,0.82,-2.85,973.62
9.912,0.43,0.87,-0.12,6.56,1.40,0.91,0.62,0.24,-1.26,973.62
9.914,0.43,0.87,-0.12,5.19,-1.12,0.47,0.62,0.24,-1.26,973.62
9.948,0.52,0.77,-0.11,5.19,-1.12,0.47,0.62,0.24,-1.26,973.62
9.95,0.52,0.77,-0.11,5.19,-1.12,0.47,0.11,-1.51,1.21,973.62
9.952,0.52,0.77,-0.11,5.19,-1.12,0.47,0.11,-1.51,1.21,973.61
9.953,0.52,0.77,-0.11,4.76,-2.10,0.89,0.11,-1.51,1.21,973.61
10.006,-1.52,1.54,0.91,4.76,-2.10,0.89,0.11,-1.51,1.21,973.61
10.008,-1.52,1.54,0.91,4.76,-2.10,0.89,-0.26,0.59,1.24,973.61
10.009,-1.52,1.54,0.91,-16.25,5.59,10.97,-0.26,0.59,1.24,973.61
10.08,0.95,1.00,-0.59,-16.25,5.59,10.97,-0.26,0.59,1.24,973.61
10.082,0.95,1.00,-0.59,-16.25,5.59,10.97,0.65,0.74,1.95,973.61
10.083,0.95,1.00,-0.59,6.28,0.57,-4.36,0.65,0.74,1.95,973.61
10.126,0.78,1.10,0.24,6.28,0.57,-4.36,0.65,0.74,1.95,973.61
10.128,0.78,1.10,0.24,6.28,0.57,-4.36,-0.08,-0.04,0.79,973.61
10.129,0.78,1.10,0.24,6.28,0.57,-4.36,-0.08,-0.04,0.79,973.61
10.131,0.78,1.10,0.24,4.33,1.92,5.03,-0.08,-0.04,0.79,973.61
10.188,-0.21,0.95,-0.20,4.33,1.92,5.03,-0.08,-0.04,0.79,973.61
10.192,-0.21,0.95,-0.20,4.33,1.92,5.03,0.45,-0.51,0.56,973.61
10.193,-0.21,0.95,-0.20,-5.39,0.19,-0.30,0.45,-0.51,0.56,973.61
10.247,0.08,0.97,-0.17,-5.39,0.19,-0.30,0.45,-0.51,0.56,973.61
10.25,0.08,0.97,-0.17,-5.39,0.19,-0.30,0.13,0.40,0.21,973.61
10.254,0.08,0.97,-0.17,-2.45,0.47,0.33,0.13,0.40,0.21,973.61
10.311,-0.04,1.00,-0.18,-2.45,0.47,0.33,0.13,0.40,0.21,973.61
10.314,-0.04,1.00,-0.18,-2.45,0.47,0.33,0.27,0.16,0.43,973.61
10.316,-0.04,1.00,-0.18,-2.45,0.47,0.33,0.27,0.16,0.43,973.59
10.317,-0.04,1.00,-0.18,-3.05,0.53,0.13,0.27,0.16,0.43,973.59
10.367,0.04,1.00,-0.19,-3.05,0.53,0.13,0.27,0.16,0.43,973.59
10.369,0.04,1.00,-0.19,-3.05,0.53,0.13,0.17,0.40,0.61,973.59
10.372,0.04,1.00,-0.19,-2.06,0.52,0.11,0.17,0.40,0.61,973.59
10.43,0.13,0.98,-0.17,-2.06,0.52,0.11,0.17,0.40,0.61,973.59
10.432,0.13,0.98,-0.17,-2.06,0.52,0.11,0.15,0.25,0.83,973.59
10.434,0.13,0.98,-0.17,-1.29,0.36,0.32,0.15,0.25,0.83,973.59
10.491,0.19,0.96,-0.22,-1.29,0.36,0.32,0.15,0.25,0.83,973.59
10.494,0.19,0.96,-0.22,-1.29,0.36,0.32,0.11,0.24,0.86,973.59
10.5,0.19,0.96,-0.22,-1.29,0.36,0.32,0.11,0.24,0.86,973.60
10.503,0.19,0.96,-0.22,-0.93,0.27,-0.12,0.11,0.24,0.86,973.60
10.547,0.24,0.98,-0.18,-0.93,0.27,-0.12,0.11,0.24,0.86,973.60
10.55,0.24,0.98,-0.18,-0.93,0.27,-0.12,-0.02,0.42,0.98,973.60
