time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
10.552,0.24,0.98,-0.18,-0.75,0.54,0.21,-0.02,0.42,0.98,973.60
10.608,0.25,0.99,-0.20,-0.75,0.54,0.21,-0.02,0.42,0.98,973.60
10.611,0.25,0.99,-0.20,-0.75,0.54,0.21,-0.19,0.82,1.42,973.60
10.613,0.25,0.99,-0.20,-0.84,0.65,-0.03,-0.19,0.82,1.42,973.60
10.667,0.33,1.12,-0.19,-0.84,0.65,-0.03,-0.19,0.82,1.42,973.60
10.669,0.33,1.12,-0.19,-0.84,0.65,-0.03,-0.36,0.63,1.70,973.60
10.672,0.33,1.12,-0.19,-0.84,0.65,-0.03,-0.36,0.63,1.70,973.59
10.673,0.33,1.12,-0.19,-0.46,2.06,-0.29,-0.36,0.63,1.70,973.59
10.726,0.55,1.58,0.10,-0.46,2.06,-0.29,-0.36,0.63,1.70,973.59
10.729,0.55,1.58,0.10,-0.46,2.06,-0.29,-0.62,0.25,1.91,973.59
10.731,0.55,1.58,0.10,1.45,6.58,1.95,-0.62,0.25,1.91,973.59
10.792,0.05,1.14,-0.08,1.45,6.58,1.95,-0.62,0.25,1.91,973.59
10.794,0.05,1.14,-0.08,1.45,6.58,1.95,-0.40,0.12,2.24,973.59
10.796,0.05,1.14,-0.08,-3.46,2.26,-0.35,-0.40,0.12,2.24,973.59
10.859,0.05,1.14,-0.08,-3.46,2.26,-0.35,0.12,0.75,2.06,973.59
10.869,0.05,1.14,-0.08,-3.46,2.26,-0.35,0.12,0.75,2.06,973.59
10.88,0.83,0.92,-0.08,-3.46,2.26,-0.35,0.12,0.75,2.06,973.59
10.882,0.83,0.92,-0.08,-5.57,3.57,-0.04,0.12,0.75,2.06,973.59
10.945,-0.29,0.63,-0.23,-5.57,3.57,-0.04,0.12,0.75,2.06,973.59
10.947,-0.29,0.63,-0.23,-5.57,3.57,-0.04,0.23,2.00,-0.80,973.59
10.949,-0.29,0.63,-0.23,-8.23,-2.00,-1.62,0.23,2.00,-0.80,973.59
10.991,0.02,0.69,-0.16,-8.23,-2.00,-1.62,0.23,2.00,-0.80,973.59
10.993,0.02,0.69,-0.16,-8.23,-2.00,-1.62,0.37,0.05,-1.81,973.59
10.995,0.02,0.69,-0.16,-3.53,-2.28,-1.08,0.37,0.05,-1.81,973.59
11.05,0.22,0.88,-0.00,-3.53,-2.28,-1.08,0.37,0.05,-1.81,973.59
11.057,0.22,0.88,-0.00,-3.53,-2.28,-1.08,0.40,-1.29,-3.02,973.59
11.058,0.22,0.88,-0.00,-3.53,-2.28,-1.08,0.40,-1.29,-3.02,973.59
11.063,0.22,0.88,-0.00,-0.21,-0.87,0.65,0.40,-1.29,-3.02,973.59
11.088,0.34,1.12,-0.18,-0.21,-0.87,0.65,0.40,-1.29,-3.02,973.59
11.09,0.34,1.12,-0.18,-0.21,-0.87,0.65,0.21,-1.62,-3.75,973.59
11.091,0.34,1.12,-0.18,2.15,1.29,-0.64,0.21,-1.62,-3.75,973.59
11.147,0.38,1.34,-0.13,2.15,1.29,-0.64,0.21,-1.62,-3.75,973.59
11.149,0.38,1.34,-0.13,2.15,1.29,-0.64,0.11,-1.42,-4.20,973.59
11.151,0.38,1.34,-0.13,3.70,3.42,-0.10,0.11,-1.42,-4.20,973.59
11.209,0.56,1.40,-0.10,3.70,3.42,-0.10,0.11,-1.42,-4.20,973.59
11.221,0.56,1.40,-0.10,3.70,3.42,-0.10,0.34,-0.20,-3.62,973.59
11.223,0.56,1.40,-0.10,3.70,3.42,-0.10,0.34,-0.20,-3.62,973.60
11.224,0.56,1.40,-0.10,6.47,3.98,0.05,0.34,-0.20,-3.62,973.60
11.269,0.33,1.02,-0.11,6.47,3.98,0.05,0.34,-0.20,-3.62,973.60
11.272,0.33,1.02,-0.11,6.47,3.98,0.05,0.63,0.87,-2.63,973.60
11.274,0.33,1.02,-0.11,4.04,0.26,0.12,0.63,0.87,-2.63,973.60
11.334,0.61,0.71,-0.13,4.04,0.26,0.12,0.63,0.87,-2.63,973.60
11.337,0.61,0.71,-0.13,4.04,0.26,0.12,0.27,0.00,0.11,973.60
11.339,0.61,0.71,-0.13,6.63,-2.62,0.55,0.27,0.00,0.11,973.60
11.395,0.59,1.02,-0.24,6.63,-2.62,0.55,0.27,0.00,0.11,973.60
11.398,0.59,1.02,-0.24,6.63,-2.62,0.55,0.03,-1.39,1.70,973.60
11.399,0.59,1.02,-0.24,6.63,-2.62,0.55,0.03,-1.39,1.70,973.60
11.402,0.59,1.02,-0.24,4.67,0.47,-0.24,0.03,-1.39,1.70,973.60
11.481,-0.66,1.43,-0.75,4.67,0.47,-0.24,0.03,-1.39,1.70,973.60
11.482,-0.66,1.43,-0.75,4.67,0.47,-0.24,-0.07,-3.13,2.21,973.60
11.484,-0.66,1.43,-0.75,-8.06,4.44,-6.20,-0.07,-3.13,2.21,973.60
11.507,-0.20,0.99,-0.67,-8.06,4.44,-6.20,-0.07,-3.13,2.21,973.60
11.509,-0.20,0.99,-0.67,-8.06,4.44,-6.20,0.08,-0.37,1.34,973.60
11.511,-0.20,0.99,-0.67,-5.77,0.88,-4.90,0.08,-0.37,1.34,973.60
11.571,0.61,1.18,0.33,-5.77,0.88,-4.90,0.08,-0.37,1.34,973.60
11.573,0.61,1.18,0.33,-5.77,0.88,-4.90,0.18,0.82,0.93,973.60
11.574,0.61,1.18,0.33,-5.77,0.88,-4.90,0.18,0.82,0.93,973.60
11.576,0.61,1.18,0.33,2.04,2.75,4.75,0.18,0.82,0.93,973.60
11.629,0.27,1.00,-0.25,2.04,2.75,4.75,0.18,0.82,0.93,973.60
11.635,0.27,1.00,-0.25,2.04,2.75,4.75,0.33,-0.02,0.89,973.60
11.639,0.27,1.00,-0.25,-0.75,0.70,-0.90,0.33,-0.02,0.89,973.60
11.7,0.09,0.99,-0.15,-0.75,0.70,-0.90,0.33,-0.02,0.89,973.60
11.702,0.09,0.99,-0.15,-0.75,0.70,-0.90,0.28,0.32,0.50,973.60
11.703,0.09,0.99,-0.15,-2.54,0.70,0.23,0.28,0.32,0.50,973.60
11.769,0.17,0.97,-0.21,-2.54,0.70,0.23,0.28,0.32,0.50,973.60
11.774,0.17,0.97,-0.21,-2.54,0.70,0.23,0.20,0.20,0.60,973.60
11.777,0.17,0.97,-0.21,-2.54,0.70,0.23,0.20,0.20,0.60,973.58
11.781,0.17,0.97,-0.21,-1.41,0.40,-0.23,0.20,0.20,0.60,973.58
11.821,0.20,0.98,-0.18,-1.41,0.40,-0.23,0.20,0.20,0.60,973.58
11.824,0.20,0.98,-0.18,-1.41,0.40,-0.23,0.15,0.24,0.86,973.58
11.826,0.20,0.98,-0.18,-1.32,0.51,0.14,0.15,0.24,0.86,973.58
11.907,0.28,0.95,-0.17,-1.32,0.51,0.14,0.15,0.24,0.86,973.58
11.911,0.28,0.95,-0.17,-1.32,0.51,0.14,0.10,0.27,0.93,973.58
11.913,0.28,0.95,-0.17,-0.72,0.38,0.22,0.10,0.27,0.93,973.58
11.936,0.29,0.96,-0.19,-0.72,0.38,0.22,0.10,0.27,0.93,973.58
11.94,0.29,0.96,-0.19,-0.72,0.38,0.22,0.05,0.44,0.86,973.58
11.942,0.29,0.96,-0.19,-0.72,0.38,0.22,0.05,0.44,0.86,973.58
11.945,0.29,0.96,-0.19,-1.02,0.58,-0.03,0.05,0.44,0.86,973.58
11.989,0.25,1.01,-0.13,-1.02,0.58,-0.03,0.05,0.44,0.86,973.58
11.991,0.25,1.01,-0.13,-1.02,0.58,-0.03,-0.10,0.55,1.17,973.58
11.993,0.25,1.01,-0.13,-1.56,1.16,0.50,-0.10,0.55,1.17,973.58
12.065,0.33,1.02,-0.11,-1.56,1.16,0.50,-0.10,0.55,1.17,973.58
12.068,0.33,1.02,-0.11,-1.56,1.16,0.50,-0.23,0.43,1.52,973.58
12.07,0.33,1.02,-0.11,-0.90,1.26,0.40,-0.23,0.43,1.52,973.58
12.13,0.66,1.54,-0.00,-0.90,1.26,0.40,-0.23,0.43,1.52,973.58
12.139,0.66,1.54,-0.00,-0.90,1.26,0.40,-0.47,0.12,1.52,973.58
12.145,0.66,1.54,-0.00,-0.90,1.26,0.40,-0.47,0.12,1.52,973.58
12.15,0.66,1.54,-0.00,2.06,6.43,0.90,-0.47,0.12,1.52,973.58
12.168,0.19,1.33,-0.22,2.06,6.43,0.90,-0.47,0.12,1.52,973.58
12.171,0.19,1.33,-0.22,2.06,6.43,0.90,-0.35,-0.38,2.12,973.58
12.174,0.19,1.33,-0.22,-2.37,4.17,-1.68,-0.35,-0.38,2.12,973.58
12.266,0.49,0.97,-0.13,-2.37,4.17,-1.68,-0.35,-0.38,2.12,973.58
12.269,0.49,0.97,-0.13,-2.37,4.17,-1.68,0.23,1.27,1.63,973.58
12.272,0.49,0.97,-0.13,-1.11,1.71,-0.65,0.23,1.27,1.63,973.58
12.305,-0.17,0.71,-0.17,-1.11,1.71,-0.65,0.23,1.27,1.63,973.58
12.307,-0.17,0.71,-0.17,-1.11,1.71,-0.65,0.32,2.33,-0.81,973.58
12.309,-0.17,0.71,-0.17,-1.11,1.71,-0.65,0.32,2.33,-0.81,973.59
12.311,-0.17,0.71,-0.17,-6.81,-1.41,-1.34,0.32,2.33,-0.81,973.59
12.352,0.15,0.81,-0.04,-6.81,-1.41,-1.34,0.32,2.33,-0.81,973.59
12.354,0.15,0.81,-0.04,-6.81,-1.41,-1.34,0.59,0.30,-1.64,973.59
12.356,0.15,0.81,-0.04,-2.16,-1.16,-0.09,0.59,0.30,-1.64,973.59
12.409,0.39,0.92,-0.00,-2.16,-1.16,-0.09,0.59,0.30,-1.64,973.59
12.415,0.39,0.92,-0.00,-2.16,-1.16,-0.09,0.50,-1.09,-2.85,973.59
12.418,0.39,0.92,-0.00,1.47,-0.46,0.55,0.50,-1.09,-2.85,973.59
12.472,0.39,1.05,-0.15,1.47,-0.46,0.55,0.50,-1.09,-2.85,973.59
12.475,0.39,1.05,-0.15,1.47,-0.46,0.55,0.43,-0.83,-3.38,973.59
12.476,0.39,1.05,-0.15,1.47,-0.46,0.55,0.43,-0.83,-3.38,973.59
12.478,0.39,1.05,-0.15,2.33,0.64,-0.49,0.43,-0.83,-3.38,973.59
12.529,0.32,1.11,-0.13,2.33,0.64,-0.49,0.43,-0.83,-3.38,973.59
12.538,0.32,1.11,-0.13,2.33,0.64,-0.49,0.41,-0.89,-3.87,973.59
12.539,0.32,1.11,-0.13,2.73,1.13,-0.06,0.41,-0.89,-3.87,973.59
12.589,0.52,1.40,-0.10,2.73,1.13,-0.06,0.41,-0.89,-3.87,973.59
12.595,0.52,1.40,-0.10,2.73,1.13,-0.06,0.50,-0.10,-3.57,973.59
12.599,0.52,1.40,-0.10,5.59,4.00,0.28,0.50,-0.10,-3.57,973.59
12.695,0.71,1.12,-0.11,5.59,4.00,0.28,0.50,-0.10,-3.57,973.59
12.702,0.71,1.12,-0.11,5.59,4.00,0.28,0.69,1.01,-2.67,973.59
12.704,0.71,1.12,-0.11,5.59,4.00,0.28,0.69,1.01,-2.67,973.58
12.706,0.71,1.12,-0.11,7.58,1.30,0.44,0.69,1.01,-2.67,973.58
12.763,0.43,0.78,-0.08,7.58,1.30,0.44,0.69,1.01,-2.67,973.58
12.771,0.43,0.78,-0.08,7.58,1.30,0.44,0.51,0.78,-0.54,973.58
12.773,0.43,0.78,-0.08,5.10,-1.90,1.36,0.51,0.78,-0.54,973.58
12.774,0.28,0.88,-0.04,5.10,-1.90,1.36,0.51,0.78,-0.54,973.58
12.776,0.28,0.88,-0.04,5.10,-1.90,1.36,0.12,-0.86,1.44,973.58
12.777,0.28,0.88,-0.04,2.41,-0.90,1.71,0.12,-0.86,1.44,973.58
12.829,0.48,0.91,0.13,2.41,-0.90,1.71,0.12,-0.86,1.44,973.58
12.832,0.48,0.91,0.13,2.41,-0.90,1.71,0.10,-1.02,1.64,973.58
12.834,0.48,0.91,0.13,2.41,-0.90,1.71,0.10,-1.02,1.64,973.59
12.836,0.48,0.91,0.13,2.43,-0.48,2.88,0.10,-1.02,1.64,973.59
12.896,-1.55,1.33,-0.33,2.43,-0.48,2.88,0.10,-1.02,1.64,973.59
12.898,-1.55,1.33,-0.33,2.43,-0.48,2.88,-0.21,-3.12,1.30,973.59
12.903,-1.55,1.33,-0.33,-17.04,3.56,-1.79,-0.21,-3.12,1.30,973.59
12.951,0.01,1.10,-0.93,-17.04,3.56,-1.79,-0.21,-3.12,1.30,973.59
12.954,0.01,1.10,-0.93,-17.04,3.56,-1.79,0.01,0.06,1.36,973.59
12.956,0.01,1.10,-0.93,-2.42,1.47,-7.42,0.01,0.06,1.36,973.59
13.01,0.25,1.06,0.18,-2.42,1.47,-7.42,0.01,0.06,1.36,973.59
13.013,0.25,1.06,0.18,-2.42,1.47,-7.42,0.16,0.10,0.95,973.59
13.015,0.25,1.06,0.18,-2.42,1.47,-7.42,0.16,0.10,0.95,973.60
13.016,0.25,1.06,0.18,-0.49,1.16,3.03,0.16,0.10,0.95,973.60
13.069,0.35,0.96,-0.24,-0.49,1.16,3.03,0.16,0.10,0.95,973.60
13.072,0.35,0.96,-0.24,-0.49,1.16,3.03,0.14,0.30,0.73,973.60
13.074,0.35,0.96,-0.24,0.38,0.16,-0.98,0.14,0.30,0.73,973.60
13.133,0.35,0.96,-0.24,0.38,0.16,-0.98,0.14,0.14,0.51,973.60
13.138,0.25,0.98,-0.15,0.38,0.16,-0.98,0.14,0.14,0.51,973.60
13.14,0.25,0.98,-0.15,0.28,0.22,-0.80,0.14,0.14,0.51,973.60
13.192,0.15,0.95,-0.18,0.28,0.22,-0.80,0.14,0.14,0.51,973.60
13.196,0.15,0.95,-0.18,0.28,0.22,-0.80,0.14,0.32,0.35,973.60
13.199,0.15,0.95,-0.18,0.28,0.22,-0.80,0.14,0.32,0.35,973.61
13.202,0.15,0.95,-0.18,-1.71,0.20,-0.12,0.14,0.32,0.35,973.61
13.25,0.17,0.98,-0.22,-1.71,0.20,-0.12,0.14,0.32,0.35,973.61
13.253,0.17,0.98,-0.22,-1.71,0.20,-0.12,0.10,0.35,0.42,973.61
13.257,0.17,0.98,-0.22,-1.45,0.43,-0.41,0.10,0.35,0.42,973.61
13.31,0.19,0.97,-0.20,-1.45,0.43,-0.41,0.10,0.35,0.42,973.61
13.314,0.19,0.97,-0.20,-1.45,0.43,-0.41,0.05,0.36,0.62,973.61
13.317,0.19,0.97,-0.20,-1.17,0.37,-0.18,0.05,0.36,0.62,973.61
13.396,0.24,0.97,-0.17,-1.17,0.37,-0.18,0.05,0.36,0.62,973.61
13.399,0.24,0.97,-0.17,-1.17,0.37,-0.18,0.02,0.37,0.75,973.61
13.401,0.24,0.97,-0.17,-1.17,0.37,-0.18,0.02,0.37,0.75,973.62
13.403,0.24,0.97,-0.17,-0.80,0.42,0.05,0.02,0.37,0.75,973.62
13.492,0.21,0.96,-0.24,-0.80,0.42,0.05,0.02,0.37,0.75,973.62
13.497,0.21,0.96,-0.24,-0.80,0.42,0.05,-0.10,0.42,1.01,973.62
13.5,0.21,0.96,-0.24,-1.15,0.33,-0.57,-0.10,0.42,1.01,973.62
13.504,0.29,0.99,-0.11,-1.15,0.33,-0.57,-0.10,0.42,1.01,973.62
13.507,0.29,0.99,-0.11,-1.15,0.33,-0.57,-0.18,0.40,1.18,973.62
13.512,0.29,0.99,-0.11,-0.70,0.70,0.54,-0.18,0.40,1.18,973.62
13.55,0.20,0.97,-0.20,-0.70,0.70,0.54,-0.18,0.40,1.18,973.62
13.553,0.20,0.97,-0.20,-0.70,0.70,0.54,-0.40,0.16,1.61,973.62
13.555,0.20,0.97,-0.20,-0.70,0.70,0.54,-0.40,0.16,1.61,973.61
13.557,0.20,0.97,-0.20,-1.96,0.63,-0.34,-0.40,0.16,1.61,973.61
13.614,0.29,1.32,-0.00,-1.96,0.63,-0.34,-0.40,0.16,1.61,973.61
13.631,0.29,1.32,-0.00,-1.96,0.63,-0.34,-0.44,0.07,2.25,973.61
13.633,0.29,1.32,-0.00,-1.92,4.42,0.67,-0.44,0.07,2.25,973.61
13.689,0.49,1.11,-0.14,-1.92,4.42,0.67,-0.44,0.07,2.25,973.61
13.693,0.49,1.11,-0.14,-1.92,4.42,0.67,-0.08,0.03,2.00,973.61
13.695,0.49,1.11,-0.14,-0.37,2.55,-0.79,-0.08,0.03,2.00,973.61
13.766,0.82,0.68,-0.15,-0.37,2.55,-0.79,-0.08,0.03,2.00,973.61
13.77,0.82,0.68,-0.15,-0.37,2.55,-0.79,0.44,1.59,1.57,973.61
13.773,0.82,0.68,-0.15,-0.37,2.55,-0.79,0.44,1.59,1.57,973.60
13.776,0.82,0.68,-0.15,1.65,-0.74,-0.61,0.44,1.59,1.57,973.60
13.811,0.04,0.62,-0.09,1.65,-0.74,-0.61,0.44,1.59,1.57,973.60
13.813,0.04,0.62,-0.09,1.65,-0.74,-0.61,0.80,3.18,-0.36,973.60
13.816,0.04,0.62,-0.09,-6.49,-0.85,-0.19,0.80,3.18,-0.36,973.60
13.912,0.02,0.61,0.03,-6.49,-0.85,-0.19,0.80,3.18,-0.36,973.60
13.915,0.02,0.61,0.03,-6.49,-0.85,-0.19,0.88,0.78,-1.49,973.60
13.917,0.02,0.61,0.03,-5.26,-2.15,0.46,0.88,0.78,-1.49,973.60
13.92,0.02,0.61,0.03,-5.26,-2.15,0.46,0.82,-0.80,-2.50,973.60
13.922,0.02,0.61,0.03,-5.26,-2.15,0.46,0.82,-0.80,-2.50,973.60
13.925,0.25,0.86,0.07,-5.26,-2.15,0.46,0.82,-0.80,-2.50,973.60
13.927,0.25,0.86,0.07,-4.18,-2.78,0.42,0.82,-0.80,-2.50,973.60
13.971,0.25,0.86,0.07,-4.18,-2.78,0.42,0.48,-1.29,-3.04,973.60
13.974,0.42,1.04,-0.06,-4.18,-2.78,0.42,0.48,-1.29,-3.04,973.60
13.975,0.42,1.04,-0.06,-0.86,-0.79,1.22,0.48,-1.29,-3.04,973.60
14.071,0.46,1.16,-0.03,-0.86,-0.79,1.22,0.48,-1.29,-3.04,973.60
14.082,0.46,1.16,-0.03,-0.86,-0.79,1.22,0.28,-1.17,-3.32,973.60
14.092,0.46,1.16,-0.03,2.42,1.77,0.60,0.28,-1.17,-3.32,973.60
14.094,0.40,1.25,-0.07,2.42,1.77,0.60,0.28,-1.17,-3.32,973.60
14.097,0.40,1.25,-0.07,2.42,1.77,0.60,0.21,-0.79,-3.45,973.60
14.099,0.40,1.25,-0.07,2.42,1.77,0.60,0.21,-0.79,-3.45,973.60
14.102,0.40,1.25,-0.07,4.51,2.49,0.36,0.21,-0.79,-3.45,973.60
14.156,0.50,1.10,-0.09,4.51,2.49,0.36,0.21,-0.79,-3.45,973.60
14.159,0.50,1.10,-0.09,4.51,2.49,0.36,0.38,0.38,-2.93,973.60
14.161,0.50,1.10,-0.09,6.00,1.06,0.15,0.38,0.38,-2.93,973.60
14.233,0.23,0.97,-0.03,6.00,1.06,0.15,0.38,0.38,-2.93,973.60
14.246,0.23,0.97,-0.03,6.00,1.06,0.15,0.35,0.28,-1.74,973.60
14.26,0.23,0.97,-0.03,3.55,-0.17,0.83,0.35,0.28,-1.74,973.60
14.302,0.37,0.80,-0.13,3.55,-0.17,0.83,0.35,0.28,-1.74,973.60
14.31,0.37,0.80,-0.13,3.55,-0.17,0.83,0.08,-0.51,0.08,973.60
14.316,0.37,0.80,-0.13,3.55,-0.17,0.83,0.08,-0.51,0.08,973.62
14.323,0.37,0.80,-0.13,4.59,-1.87,0.07,0.08,-0.51,0.08,973.62
14.364,0.32,0.98,-0.24,4.59,-1.87,0.07,0.08,-0.51,0.08,973.62
14.367,0.32,0.98,-0.24,4.59,-1.87,0.07,-0.08,-1.11,1.21,973.62
14.37,0.32,0.98,-0.24,2.73,-0.07,-0.93,-0.08,-1.11,1.21,973.62
14.458,-0.19,1.39,-0.47,2.73,-0.07,-0.93,-0.08,-1.11,1.21,973.62
14.464,-0.19,1.39,-0.47,2.73,-0.07,-0.93,-0.08,-1.54,1.20,973.62
14.466,-0.19,1.39,-0.47,-1.45,3.89,-3.39,-0.08,-1.54,1.20,973.62
14.469,0.15,1.20,-0.01,-1.45,3.89,-3.39,-0.08,-1.54,1.20,973.62
14.471,0.15,1.20,-0.01,-1.45,3.89,-3.39,-0.08,-0.62,1.20,973.62
14.472,0.15,1.20,-0.01,-1.45,3.89,-3.39,-0.08,-0.62,1.20,973.62
14.474,0.15,1.20,-0.01,-0.01,2.17,1.14,-0.08,-0.62,1.20,973.62
14.59,0.17,1.04,0.09,-0.01,2.17,1.14,-0.08,-0.62,1.20,973.62
14.596,0.17,1.04,0.09,-0.01,2.17,1.14,0.02,0.63,0.67,973.62
14.598,0.17,1.04,0.09,-0.34,0.68,1.94,0.02,0.63,0.67,973.62
14.599,-0.01,0.98,-0.22,-0.34,0.68,1.94,0.02,0.63,0.67,973.62
14.601,-0.01,0.98,-0.22,-0.34,0.68,1.94,0.20,-0.67,0.70,973.62
14.603,-0.01,0.98,-0.22,-2.00,0.03,-1.04,0.20,-0.67,0.70,973.62
14.655,0.05,0.99,-0.08,-2.00,0.03,-1.04,0.20,-0.67,0.70,973.62
14.658,0.05,0.99,-0.08,-2.00,0.03,-1.04,0.00,0.32,0.37,973.62
14.66,0.05,0.99,-0.08,-2.00,0.03,-1.04,0.00,0.32,0.37,973.62
14.662,0.05,0.99,-0.08,-1.60,0.22,0.33,0.00,0.32,0.37,973.62
14.694,0.05,0.99,-0.13,-1.60,0.22,0.33,0.00,0.32,0.37,973.62
14.7,0.05,0.99,-0.13,-1.60,0.22,0.33,0.14,-0.02,0.40,973.62
14.706,0.05,0.99,-0.13,-1.50,0.17,-0.17,0.14,-0.02,0.40,973.62
14.752,0.06,0.99,-0.13,-1.50,0.17,-0.17,0.14,-0.02,0.40,973.62
14.754,0.06,0.99,-0.13,-1.50,0.17,-0.17,0.07,0.17,0.43,973.62
14.756,0.06,0.99,-0.13,-1.33,0.14,-0.07,0.07,0.17,0.43,973.62
14.813,0.10,0.98,-0.17,-1.33,0.14,-0.07,0.07,0.17,0.43,973.62
14.821,0.10,0.98,-0.17,-1.33,0.14,-0.07,0.10,0.17,0.61,973.62
14.826,0.10,0.98,-0.17,-1.33,0.14,-0.07,0.10,0.17,0.61,973.63
14.832,0.10,0.98,-0.17,-0.77,0.01,-0.39,0.10,0.17,0.61,973.63
14.875,0.17,0.98,-0.13,-0.77,0.01,-0.39,0.10,0.17,0.61,973.63
14.878,0.17,0.98,-0.13,-0.77,0.01,-0.39,0.01,0.15,0.54,973.63
14.879,0.17,0.98,-0.13,-0.29,0.13,0.03,0.01,0.15,0.54,973.63
14.965,0.19,0.97,-0.18,-0.29,0.13,0.03,0.01,0.15,0.54,973.63
14.97,0.19,0.97,-0.18,-0.29,0.13,0.03,-0.05,0.24,0.50,973.63
14.974,0.19,0.97,-0.18,-0.34,0.02,-0.45,-0.05,0.24,0.50,973.63
15.023,0.19,0.97,-0.18,-0.34,0.02,-0.45,-0.08,0.25,0.39,973.63
15.026,0.19,0.97,-0.18,-0.34,0.02,-0.45,-0.08,0.25,0.39,973.62
15.031,0.22,0.96,-0.12,-0.34,0.02,-0.45,-0.08,0.25,0.39,973.62
15.033,0.22,0.96,-0.12,-0.59,0.08,-0.49,-0.08,0.25,0.39,973.62
15.066,0.23,0.97,-0.11,-0.59,0.08,-0.49,-0.08,0.25,0.39,973.62
15.079,0.23,0.97,-0.11,-0.59,0.08,-0.49,-0.14,0.30,0.36,973.62
15.1,0.23,0.97,-0.11,-0.49,0.19,0.01,-0.14,0.30,0.36,973.62
15.115,0.17,0.97,-0.10,-0.49,0.19,0.01,-0.14,0.30,0.36,973.62
15.119,0.17,0.97,-0.10,-0.49,0.19,0.01,-0.22,0.23,0.57,973.62
15.122,0.17,0.97,-0.10,-1.11,0.17,-0.07,-0.22,0.23,0.57,973.62
15.225,0.17,0.97,-0.10,-1.11,0.17,-0.07,-0.31,0.53,0.85,973.62
15.231,0.17,0.97,-0.10,-1.11,0.17,-0.07,-0.31,0.53,0.85,973.61
15.233,0.17,0.99,-0.19,-1.11,0.17,-0.07,-0.31,0.53,0.85,973.61
15.234,0.17,0.99,-0.19,-1.36,0.23,-0.27,-0.31,0.53,0.85,973.61
15.236,0.10,1.05,-0.04,-1.36,0.23,-0.27,-0.31,0.53,0.85,973.61
15.239,0.10,1.05,-0.04,-1.36,0.23,-0.27,-0.58,-0.59,0.24,973.61
15.241,0.10,1.05,-0.04,-2.06,1.01,0.31,-0.58,-0.59,0.24,973.61
15.303,0.31,1.00,-0.06,-2.06,1.01,0.31,-0.58,-0.59,0.24,973.61
15.306,0.31,1.00,-0.06,-2.06,1.01,0.31,-0.22,0.87,0.55,973.61
15.307,0.31,1.00,-0.06,-0.66,0.70,-0.38,-0.22,0.87,0.55,973.61
15.351,0.31,1.00,-0.06,-0.66,0.70,-0.38,0.08,0.79,0.91,973.61
15.354,0.29,0.97,-0.14,-0.66,0.70,-0.38,0.08,0.79,0.91,973.61
15.356,0.29,0.97,-0.14,-0.66,0.70,-0.38,0.08,0.79,0.91,973.61
15.36,0.29,0.97,-0.14,-0.63,0.69,-0.48,0.08,0.79,0.91,973.61
15.416,0.59,0.86,-0.13,-0.63,0.69,-0.48,0.08,0.79,0.91,973.61
15.42,0.59,0.86,-0.13,-0.63,0.69,-0.48,0.54,1.55,0.58,973.61
15.422,0.59,0.86,-0.13,1.42,-0.36,-1.04,0.54,1.55,0.58,973.61
15.474,0.19,0.79,-0.12,1.42,-0.36,-1.04,0.54,1.55,0.58,973.61
15.478,0.19,0.79,-0.12,1.42,-0.36,-1.04,0.87,2.23,-0.30,973.61
15.48,0.19,0.79,-0.12,-2.67,-0.98,-0.91,0.87,2.23,-0.30,973.61
15.536,0.21,0.88,-0.01,-2.67,-0.98,-0.91,0.87,2.23,-0.30,973.61
15.54,0.21,0.88,-0.01,-2.67,-0.98,-0.91,1.10,2.13,-0.96,973.61
15.542,0.21,0.88,-0.01,-2.67,-0.98,-0.91,1.10,2.13,-0.96,973.60
15.545,0.21,0.88,-0.01,-1.71,-0.46,0.27,1.10,2.13,-0.96,973.60
15.593,0.26,0.94,0.03,-1.71,-0.46,0.27,1.10,2.13,-0.96,973.60
15.596,0.26,0.94,0.03,-1.71,-0.46,0.27,1.22,2.15,-1.41,973.60
15.598,0.26,0.94,0.03,-0.39,-0.12,0.72,1.22,2.15,-1.41,973.60
15.664,0.20,1.00,0.08,-0.39,-0.12,0.72,1.22,2.15,-1.41,973.60
15.666,0.20,1.00,0.08,-0.39,-0.12,0.72,1.13,1.81,-1.61,973.60
15.668,0.20,1.00,0.08,-0.16,0.25,1.30,1.13,1.81,-1.61,973.60
15.716,0.59,1.08,0.86,-0.16,0.25,1.30,1.13,1.81,-1.61,973.60
15.719,0.59,1.08,0.86,-0.16,0.25,1.30,0.30,1.26,-0.78,973.60
15.722,0.59,1.08,0.86,-0.16,0.25,1.30,0.30,1.26,-0.78,973.59
15.724,0.59,1.08,0.86,3.56,1.14,7.11,0.30,1.26,-0.78,973.59
15.774,0.34,0.92,0.61,3.56,1.14,7.11,0.30,1.26,-0.78,973.59
15.778,0.34,0.92,0.61,3.56,1.14,7.11,-0.35,1.19,0.23,973.59
15.781,0.34,0.92,0.61,0.51,0.25,2.66,-0.35,1.19,0.23,973.59
15.856,0.31,1.05,-0.14,0.51,0.25,2.66,-0.35,1.19,0.23,973.59
15.86,0.31,1.05,-0.14,0.51,0.25,2.66,-0.07,-0.57,0.37,973.59
15.862,0.31,1.05,-0.14,2.03,0.62,-2.77,-0.07,-0.57,0.37,973.59
15.904,-0.01,1.00,-0.10,2.03,0.62,-2.77,-0.07,-0.57,0.37,973.59
