time,ax,ay,az,atotal
0.00878000259399414,0.43,-0.41,0.44,0.73
0.016935110092163086,0.16,-0.43,0.48,0.66
0.027498245239257812,0.01,-0.45,0.49,0.66
0.036040306091308594,0.05,-0.44,0.41,0.6
0.04606819152832031,0.16,-0.42,0.3,0.54
0.05900120735168457,0.1,-0.37,0.16,0.41
0.0671682357788086,0.02,-0.28,-0.06,0.28
0.0776371955871582,-0.06,-0.25,-0.4,0.47
0.0861210823059082,-0.06,-0.24,-0.62,0.66
0.09624409675598145,0.0,-0.15,-0.7,0.71
0.10921621322631836,0.08,-0.11,-0.61,0.62
0.11736416816711426,0.17,-0.08,-0.36,0.4
0.12790822982788086,0.22,-0.06,-0.11,0.25
0.13615798950195312,0.16,-0.05,0.13,0.21
0.14615821838378906,0.05,-0.07,0.32,0.33
0.15925931930541992,-0.12,-0.06,0.49,0.5
0.16727828979492188,-0.28,-0.01,0.62,0.68
0.17801523208618164,-0.27,0.07,0.64,0.69
0.18630504608154297,-0.17,0.12,0.53,0.56
0.19643020629882812,-0.07,0.15,0.49,0.51
0.20942115783691406,-0.07,0.2,0.36,0.41
0.21733331680297852,-0.14,0.22,0.15,0.3
0.22798418998718262,-0.18,0.23,-0.1,0.3
0.23636913299560547,-0.12,0.22,-0.21,0.32
0.2463061809539795,-0.07,0.21,-0.17,0.27
0.25965023040771484,0.01,0.2,-0.07,0.21
0.2672080993652344,0.01,0.16,0.04,0.16
0.27803611755371094,0.02,0.15,0.14,0.2
0.2863781452178955,-0.06,0.18,0.25,0.31
0.2964210510253906,-0.3,0.19,0.34,0.49
0.3097052574157715,-0.29,0.19,0.36,0.49
0.3174710273742676,-0.16,0.05,0.35,0.38
0.32805609703063965,-0.05,-0.07,0.36,0.37
0.33635902404785156,0.12,-0.11,0.42,0.45
0.34635400772094727,0.17,-0.2,0.44,0.51
0.3595302104949951,0.21,-0.25,0.51,0.6
0.36739015579223633,0.33,-0.26,0.53,0.67
0.3782510757446289,0.27,-0.27,0.37,0.53
0.3866591453552246,0.12,-0.22,0.22,0.33
0.3964371681213379,-0.01,-0.07,0.13,0.14
0.4097270965576172,-0.27,-0.02,-0.05,0.27
0.41744232177734375,-0.26,0.0,-0.12,0.28
0.42810630798339844,-0.05,-0.02,-0.16,0.16
0.4364500045776367,0.16,-0.12,-0.09,0.21
0.44647812843322754,0.28,-0.08,0.08,0.3
0.4591941833496094,0.19,-0.15,0.2,0.31
0.4672071933746338,0.16,-0.2,0.27,0.37
0.4778921604156494,0.09,-0.16,0.29,0.34
0.4864540100097656,-0.06,-0.11,0.19,0.22
0.4965081214904785,-0.33,-0.04,0.11,0.35
0.5091581344604492,-0.45,-0.06,0.2,0.49
0.5174102783203125,-0.38,-0.05,0.4,0.55
0.5277571678161621,-0.14,0.06,-0.94,0.95
0.5367941856384277,-0.35,0.29,-3.21,3.24
0.5461931228637695,-0.04,0.8,-1.56,1.75
0.5589632987976074,0.2,0.16,-0.94,0.97
0.5670320987701416,0.26,-0.17,-0.12,0.33
0.577660083770752,0.21,-0.1,0.34,0.41
0.5862281322479248,-0.31,0.06,0.71,0.77
0.5963602066040039,-0.63,0.1,0.39,0.74
0.6089200973510742,-0.72,0.23,0.02,0.75
0.6173410415649414,-0.57,0.3,-0.2,0.67
0.627601146697998,-0.34,0.18,-0.27,0.47
0.636207103729248,-0.11,0.03,-0.24,0.26
0.6463401317596436,-0.06,-0.12,-0.17,0.21
0.6590161323547363,0.06,-0.2,-0.09,0.22
0.6670951843261719,0.17,-0.33,-0.01,0.37
0.6777081489562988,0.31,-0.4,-0.02,0.5
0.6863181591033936,0.44,-0.47,-0.1,0.65
0.6963982582092285,0.33,-0.43,-0.26,0.6
0.7090072631835938,-0.07,-0.42,-0.43,0.6
0.7172822952270508,-0.23,-0.37,-0.49,0.65
0.7278842926025391,-0.24,-0.4,-0.33,0.57
0.7364692687988281,-0.14,-0.41,-0.14,0.45
0.7464423179626465,0.11,-0.6,-0.02,0.61
0.7592360973358154,0.55,-0.73,0.1,0.91
0.76735520362854,0.88,-0.72,0.12,1.14
0.7779481410980225,0.88,-0.67,-0.02,1.1
0.7867302894592285,0.79,-0.6,-0.27,1.02
0.7964541912078857,0.45,-0.5,-0.47,0.82
0.8093862533569336,0.01,-0.41,-0.47,0.62
0.8173551559448242,-0.13,-0.31,-0.36,0.49
0.8279070854187012,-0.13,-0.28,-0.19,0.36
0.8364572525024414,-0.12,-0.24,0.15,0.3
0.8463521003723145,-0.12,-0.21,0.45,0.51
0.8591361045837402,-0.02,-0.32,0.51,0.6
0.867272138595581,0.22,-0.4,0.61,0.76
0.8777680397033691,0.23,-0.36,0.56,0.7
0.8864061832427979,0.25,-0.42,0.26,0.55
0.8964991569519043,0.29,-0.56,0.02,0.63
0.9091510772705078,0.46,-0.65,-0.28,0.84
0.917417049407959,0.7,-0.81,-0.69,1.27
0.9281020164489746,0.95,-1.06,-1.0,1.73
0.9365882873535156,1.21,-1.01,-1.15,1.95
0.946458101272583,1.13,-0.89,-1.33,1.95
0.9596061706542969,0.51,-0.65,-1.17,1.43
0.9673852920532227,-0.25,-0.16,-1.04,1.08
0.9780111312866211,-0.56,0.45,-1.17,1.37
0.986732006072998,-0.77,1.04,-1.11,1.7
0.9967241287231445,-0.74,1.35,-1.21,1.95
1.0095741748809814,-0.59,1.4,-1.51,2.14
1.0175652503967285,-0.28,1.44,-1.2,1.89
1.0281062126159668,0.2,1.48,-0.92,1.75
1.0365972518920898,0.86,2.12,-0.7,2.39
1.0466041564941406,0.69,2.33,-0.47,2.47
1.0595650672912598,0.18,2.3,-0.2,2.31
1.0674452781677246,-0.48,2.26,0.84,2.45
1.0780572891235352,-1.45,2.42,1.53,3.2
1.086653232574463,-2.09,2.33,1.83,3.62
1.0966551303863525,-2.26,2.12,2.6,4.04
1.1094679832458496,-1.88,1.72,3.27,4.14
1.1175050735473633,-0.97,1.21,3.66,3.97
1.1279401779174805,-0.05,0.7,3.65,3.71
1.1368401050567627,0.62,0.31,3.45,3.51
1.146740198135376,0.82,0.11,2.88,2.99
1.159670114517212,0.47,0.01,1.82,1.87
1.16756010055542,0.07,0.12,1.17,1.17
1.1781361103057861,-0.55,0.32,1.11,1.27
1.186887264251709,-1.01,0.31,1.33,1.69
1.196843147277832,-1.11,0.24,1.84,2.16
1.2097492218017578,-0.87,0.15,2.24,2.4
1.2178092002868652,-0.45,-0.03,2.37,2.41
1.2284932136535645,-0.17,-0.29,2.2,2.22
1.236931324005127,-0.07,-0.43,1.85,1.9
1.2468211650848389,0.07,-0.51,1.34,1.43
1.259702205657959,0.16,-0.76,0.65,1.01
1.2676291465759277,-0.15,-0.85,0.19,0.88
1.2783761024475098,-0.42,-0.85,-0.12,0.95
1.2869281768798828,-0.4,-0.86,-0.24,0.97
1.2971251010894775,-0.29,-0.85,-0.29,0.94
1.3102912902832031,-0.07,-0.81,-0.16,0.82
