time,ax,ay,az,atotal
0.011696815490722656,0.5,0.37,-0.2,0.65
0.017685890197753906,0.91,0.22,-0.14,0.94
0.02760171890258789,0.87,-0.02,-0.09,0.87
0.041214942932128906,0.57,-0.17,0.0,0.59
0.04754304885864258,0.34,-0.17,0.11,0.39
0.05769681930541992,0.2,-0.05,0.13,0.24
0.0676417350769043,0.07,0.04,0.07,0.1
0.0778348445892334,-0.1,0.05,-0.01,0.11
0.0918128490447998,-0.25,0.05,-0.05,0.25
0.09789896011352539,-0.33,0.03,-0.07,0.33
0.10777091979980469,-0.29,0.01,-0.04,0.29
0.11781883239746094,-0.22,-0.02,-0.06,0.22
0.1279609203338623,-0.12,-0.01,-0.07,0.13
0.1432819366455078,0.0,0.0,-0.02,0.02
0.14800691604614258,0.11,-0.01,0.03,0.11
0.1579608917236328,0.18,-0.02,0.06,0.19
0.16794085502624512,0.21,0.02,0.04,0.21
0.1780388355255127,0.18,0.06,0.02,0.19
0.1933889389038086,0.13,0.07,0.01,0.14
0.19808197021484375,0.02,-0.01,0.01,0.02
0.2079930305480957,-0.09,-0.08,-0.01,0.12
0.21855974197387695,-0.14,-0.07,-0.05,0.16
0.22862887382507324,-0.13,-0.03,-0.08,0.15
0.24381184577941895,-0.07,0.05,-0.06,0.1
0.24981689453125,0.01,0.06,-0.07,0.09
0.25859785079956055,0.05,0.03,-0.02,0.06
0.27344703674316406,0.1,-0.04,-0.02,0.1
0.27861595153808594,0.12,-0.05,0.0,0.13
0.2929508686065674,0.1,0.0,0.02,0.1
0.29831695556640625,0.08,0.04,0.01,0.09
0.3080167770385742,0.02,0.04,0.02,0.04
0.31815195083618164,-0.02,0.02,0.03,0.04
0.32868099212646484,-0.06,-0.01,0.02,0.06
0.34431886672973633,-0.04,0.0,0.0,0.04
0.34973573684692383,0.01,-0.02,0.0,0.02
0.35836172103881836,0.05,-0.02,-0.02,0.05
0.37270283699035645,0.05,0.0,-0.03,0.05
0.37848591804504395,0.02,0.0,0.01,0.02
0.39360570907592773,0.0,-0.01,0.0,0.01
0.3996598720550537,-0.01,-0.01,-0.01,0.01
0.4083399772644043,0.0,-0.01,-0.01,0.01
0.42387986183166504,0.03,-0.01,0.0,0.03
0.42845582962036133,0.0,-0.01,0.02,0.02
0.4439868927001953,-0.02,0.01,0.0,0.02
0.44833803176879883,-0.05,0.03,0.01,0.05
0.45812082290649414,-0.07,0.03,0.01,0.07
0.4682588577270508,-0.12,-0.02,0.03,0.12
0.4787259101867676,-0.12,-0.06,0.13,0.18
0.4931659698486328,-0.11,-0.03,0.06,0.12
0.49864888191223145,-0.07,0.07,-0.08,0.12
0.5084600448608398,0.01,0.11,0.0,0.11
0.5183830261230469,0.11,0.04,0.01,0.11
0.5289108753204346,0.17,-0.02,-0.11,0.2
0.5428247451782227,0.24,-0.04,-0.12,0.27
0.5486197471618652,0.29,-0.01,-0.09,0.3
0.5582199096679688,0.28,0.01,-0.09,0.29
0.5684027671813965,0.18,-0.02,-0.07,0.19
0.5794267654418945,0.06,-0.02,-0.08,0.1
0.5932419300079346,-0.02,-0.01,-0.08,0.08
0.5998439788818359,-0.09,0.02,0.01,0.09
0.6084790229797363,-0.13,-0.01,0.04,0.13
0.6218888759613037,-0.13,-0.04,0.02,0.13
0.6284489631652832,-0.11,-0.04,0.01,0.11
0.6427960395812988,-0.06,-0.02,0.01,0.06
0.6487617492675781,-0.04,0.03,0.02,0.05
0.6584787368774414,-0.02,0.04,-0.02,0.04
0.6685047149658203,0.0,0.03,-0.03,0.04
0.6789937019348145,0.04,-0.02,-0.03,0.05
0.6942520141601562,0.1,-0.04,-0.03,0.11
0.7006850242614746,0.13,-0.02,-0.01,0.13
0.7088747024536133,0.11,0.0,0.01,0.11
0.7236478328704834,0.06,-0.01,0.01,0.06
0.7286489009857178,0.05,0.0,0.0,0.05
0.7433428764343262,0.03,0.02,-0.01,0.03
0.7486720085144043,-0.02,0.0,0.0,0.02
0.7586498260498047,-0.04,0.0,0.01,0.04
0.7686588764190674,-0.06,-0.01,0.0,0.06
0.7788457870483398,-0.06,-0.01,0.02,0.06
0.7940959930419922,-0.06,0.02,0.01,0.06
0.7988858222961426,-0.02,0.02,0.0,0.02
0.8089158535003662,-0.01,-0.01,0.04,0.04
0.8187978267669678,0.0,-0.03,0.08,0.08
0.8292968273162842,-0.01,-0.02,0.06,0.06
0.8433117866516113,-0.01,-0.01,0.03,0.03
0.848801851272583,0.0,0.01,0.0,0.01
0.8589029312133789,0.03,0.0,-0.02,0.03
0.8687410354614258,0.04,0.0,-0.03,0.05
0.8790349960327148,0.04,0.0,-0.04,0.05
0.8939158916473389,0.0,0.02,-0.04,0.04
0.9001579284667969,-0.02,0.02,-0.02,0.03
0.9092748165130615,0.0,0.01,0.0,0.01
0.9232487678527832,0.02,-0.02,-0.01,0.03
0.9288640022277832,0.04,-0.03,0.0,0.05
0.9433999061584473,0.05,-0.03,-0.02,0.06
0.9488518238067627,0.08,-0.02,-0.02,0.08
0.9588699340820312,0.06,0.01,-0.02,0.06
0.9689478874206543,0.0,0.02,0.01,0.02
0.9793589115142822,-0.06,0.02,0.03,0.06
0.9936919212341309,-0.07,0.0,0.02,0.07
0.9988539218902588,-0.04,0.0,0.01,0.04
1.0086698532104492,-0.01,-0.02,0.0,0.02
1.0189578533172607,0.05,-0.02,-0.02,0.05
1.02878999710083,0.07,0.01,-0.02,0.07
1.043694019317627,0.08,0.05,-0.03,0.09
1.0494918823242188,0.09,0.06,-0.02,0.1
1.0590319633483887,0.07,0.06,0.02,0.09
1.0690479278564453,0.03,-0.02,0.05,0.06
1.0796170234680176,-0.01,-0.05,0.01,0.05
1.0933349132537842,-0.05,-0.01,-0.01,0.05
1.0994648933410645,-0.05,0.03,-0.01,0.05
1.1096858978271484,-0.04,0.06,0.0,0.07
1.1189990043640137,-0.04,0.01,0.0,0.04
1.129746913909912,-0.07,-0.06,0.02,0.09
1.1447319984436035,-0.07,-0.09,0.01,0.11
1.1511008739471436,-0.04,-0.05,0.0,0.06
1.1594758033752441,0.0,0.01,-0.01,0.01
1.1745147705078125,0.05,0.04,-0.01,0.06
1.1795969009399414,0.04,0.03,-0.01,0.05
1.1937448978424072,0.05,0.0,-0.04,0.06
1.1991219520568848,0.05,-0.01,-0.04,0.06
1.2092328071594238,0.05,0.0,-0.03,0.05
1.2193539142608643,0.07,0.02,-0.02,0.07
1.2298028469085693,0.06,0.01,0.01,0.06
1.2436957359313965,0.06,0.0,0.01,0.06
1.2495007514953613,0.04,-0.01,0.01,0.04
1.2594389915466309,0.02,0.0,0.04,0.04
1.2693839073181152,0.04,0.01,0.03,0.05
1.2799599170684814,0.01,0.02,-0.02,0.03
1.2940268516540527,-0.01,0.05,-0.02,0.05
1.2996108531951904,-0.03,0.02,-0.03,0.04
1.3094077110290527,-0.05,0.01,0.01,0.05
1.3194680213928223,-0.07,-0.02,0.0,0.07
1.3298959732055664,-0.08,-0.05,0.02,0.09
1.344207763671875,-0.08,-0.03,0.03,0.09
1.3497610092163086,-0.02,-0.01,-0.01,0.02
1.3594727516174316,0.02,0.02,0.02,0.03
1.3694548606872559,0.04,0.05,0.01,0.06
1.3800597190856934,0.01,0.04,0.03,0.05
1.394169807434082,-0.02,0.03,0.03,0.04
1.399857997894287,-0.04,0.01,0.04,0.05
1.4094128608703613,-0.07,-0.01,0.07,0.09
1.4194989204406738,-0.06,-0.04,0.05,0.08
1.4303069114685059,-0.02,-0.03,0.02,0.04
1.4446649551391602,0.01,0.0,0.02,0.02
1.449854850769043,0.03,0.0,0.01,0.03
1.460042953491211,0.07,0.0,0.0,0.07
1.4694418907165527,0.07,0.01,-0.01,0.07
1.4802837371826172,0.06,0.02,-0.02,0.06
1.4946868419647217,0.06,0.03,-0.02,0.06
1.4997539520263672,0.05,0.03,-0.03,0.06
1.509666919708252,0.02,0.0,-0.06,0.06
1.5196967124938965,0.01,-0.04,-0.05,0.06
